Lregnr;Vdrnr;Vassdrag;Vassdrag2;Fylke;Kommune;Aar;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Laks_ant;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_vekt;PrHuSmall;PrHuMellom;PrHuStor;ExpSmallMin;ExpSmallMed;ExpSmallMax;ExpMellomMin;ExpMellomMed;ExpMellomMax;ExpStorMin;ExpStorMed;ExpStorMax;GBMkghunner;GBMmin;GBMmax;Nsport;ProsOpp;OppdrMaalt;StamAntSmaHo;StamAntMelHo;StamAntStorHo;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg;Gjen_ant;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_vekt;PrHuSmall_Gjenut;PrHuMellom_Gjenut;PrHuStor_Gjenut;FangstAndSmallMin;FangstAndSmallMed;FangstAndSmallMax;FangstAndMellomMin;FangstAndMellomMed;FangstAndMellomMax;FangstAndStorMin;FangstAndStorMed;FangstAndStorMax;Obs_laks_ant_u3kg;Obs_laks_ant_o3u7kg;Obs_laks_ant_o7kg;Obs_laks_ant;Probs_small_med;Probs_small_min;Probs_small_max;Probs_mellom_med;Probs_mellom_min;Probs_mellom_max;Probs_stor_med;Probs_stor_min;Probs_stor_max;Simulering;InklNormal
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2008;9;35;27;71;17;175;264;456;0.1;0.7;0.55;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;480;240;720;NA;8.5463;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2009;7;28;14;49;15;134;119;268;0.1;0.7;0.55;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;480;240;720;NA;10.2890411;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2010;13;39;33;85;24;200;282;506;0.1;0.7;0.55;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;0.202279202;0.275549806;0.432048682;480;240;720;NA;41.8;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2011;29;56;33;118;64;289;292;645;0.1;0.7;0.55;0.098662207;0.141035857;0.247206704;0.098662207;0.141035857;0.247206704;0.098662207;0.141035857;0.247206704;480;240;720;NA;11.5942029;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2012;9;46;50;105;17;232;479;728;0.1;0.7;0.55;0.25;0.35;0.45;0.1;0.15;0.25;0.05;0.1;0.15;480;240;720;NA;35.48387097;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2013;7;19;30;56;14;88;268;370;0.1;0.7;0.55;0.07486631;0.108247423;0.195348837;0.07486631;0.108247423;0.195348837;0.07486631;0.108247423;0.195348837;480;240;720;NA;20;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2014;2;21;16;39;4;113;132;249;0.1;0.7;0.55;0.25;0.35;0.45;0.1;0.15;0.25;0.05;0.1;0.15;480;240;720;NA;20;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2015;18;9;21;48;39;45;189;273;0.1;0.7;0.55;0.064864865;0.094240838;0.172248804;0.064864865;0.094240838;0.172248804;0.064864865;0.094240838;0.172248804;480;240;720;110;22;1;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2016;11;27;22;60;21;147;196;364;0.1;0.7;0.55;0.091463415;0.131195335;0.231958763;0.091463415;0.131195335;0.231958763;0.091463415;0.131195335;0.231958763;480;240;720;58;3.45;1;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2017;30;8;18;56;63;41;196;300;0.1;0.7;0.55;0.25;0.35;0.45;0.1;0.15;0.25;0.05;0.1;0.15;480;240;720;138;2.175;1;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2018;20;12;7;39;45;54.9;57.9;157.8;0.1;0.7;0.55;0.1;0.15;0.2;0.1;0.15;0.25;0.05;0.1;0.15;480;240;720;NA;2.3;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2019;10;4;13;27;17.7;22.3;118.8;158.8;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;240;720;NA;0;NA;0;3;0;7;29;47;83;13.5;160.3;405.7;579.5;0.1;0.7;0.55;0.4;0.45;0.6;0.2;0.3;0.5;0.1;0.2;0.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2020;9;12;8;29;20.3;64;81.2;165.5;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;240;720;NA;0.714;NA;0;0;0;3;69;35;107;5.7;358.2;302.4;666.3;0.1;0.7;0.55;0.5;0.55;0.7;0.3;0.4;0.6;0.2;0.3;0.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2021;5;1;7;13;9.9;3;74.9;87.8;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;240;720;NA;0;NA;0;0;0;8;15;26;49;15.3;79;222;316.3;0.1;0.7;0.55;0.4;0.45;0.6;0.2;0.3;0.5;0.1;0.2;0.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2022;10;4;1;15;22;15.9;8.6;46.5;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;240;720;NA;0;NA;0;0;0;22;34;21;77;48.9;154.7;195.1;398.7;0.1;0.7;0.55;0.4;0.45;0.6;0.2;0.3;0.5;0.1;0.2;0.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
200002;002.ZB;Aagaardselva;x;Østfold;Fredrikstad;2023;2;3;4;9;4;12.5;36.3;52.8;0.1;0.7;0.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;480;240;720;NA;0;NA;0;0;0;10;40;45;95;22.2;227.2;427.2;676.6;0.1;0.7;0.55;0.5;0.55;0.7;0.3;0.4;0.6;0.2;0.3;0.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0
