Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Leirelvvassdraget,153.22Z,2012,0.56,92.8,0.68,,,,FALSE,215,196,26,108,43,3,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2013,0.56,302,0.68,,,,FALSE,129,163,10,81,35,1,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2014,0.56,201,0.68,,,,FALSE,131,70,0,75,19,0,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2015,0.56,381,0.68,,,,FALSE,193,158,30,126,42,4,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2016,0.56,231,0.68,,,,FALSE,168,45,18,117,11,2,4,0,0,3,0,0
Leirelvvassdraget,153.22Z,2017,0.56,362,0.68,,,,FALSE,255,88,19,144,20,2,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2018,0.56,495,0.68,,,,FALSE,215,201,79,111,45,8,0,0,0,0,0,0
Leirelvvassdraget,153.22Z,2019,0.56,250,0.68,,,,FALSE,126,100,24,71,24,3,0,0,0,0,0,0
