Vassdrag;VdrNr;Aar;Andel_hunn;Fangst_storstygg;Maloppnaelse;Fangstrate;Gytebestand;Elvinnsig;GytingSim;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
Futelva;165.2Z;2012;0.56;44.9;0.32;;;;FALSE;76;30;0;49;7;0;149;38;0;93;10;0
Futelva;165.2Z;2013;0.56;50;0.32;;;;FALSE;43;7;0;33;2;0;88;3;0;69;1;0
Futelva;165.2Z;2014;0.56;23;0.32;;;;FALSE;9;14;0;5;4;0;8;3;0;6;1;0
Futelva;165.2Z;2015;0.56;23;0.32;;;;FALSE;68;3;0;43;1;0;49;3;0;35;1;0
Futelva;165.2Z;2016;0.56;84;0.32;;;;FALSE;46;38;0;29;11;0;39;0;0;28;0;0
Futelva;165.2Z;2017;0.56;98;0.32;;;;FALSE;55;43;0;35;12;0;70;7;0;51;2;0
Futelva;165.2Z;2018;0.56;51;0.32;;;;FALSE;30;21;0;19;5;0;19;5;0;13;1;0
Futelva;165.2Z;2019;0.56;29;0.32;;;;FALSE;24;5;0;13;1;0;20;6;0;14;2;0
