Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Løksebotnvassdraget,191.4Z,2012,0.59,53,0.78,,,,FALSE,95,61,10,51,13,1,1,0,0,2,0,0
Løksebotnvassdraget,191.4Z,2013,0.59,54,0.78,,,,FALSE,39,8,7,25,2,1,2,0,0,4,0,0
Løksebotnvassdraget,191.4Z,2014,0.59,26,0.78,,,,FALSE,12,14,0,6,4,0,0,0,0,0,0,0
Løksebotnvassdraget,191.4Z,2015,0.59,111,0.78,,,,FALSE,58,53,0,33,12,0,5,0,19,6,0,2
Løksebotnvassdraget,191.4Z,2016,0.59,106,0.78,,,,FALSE,59,35,12,40,9,1,8,0,0,15,0,0
Løksebotnvassdraget,191.4Z,2017,0.59,138,0.78,,,,FALSE,81,34,23,45,7,3,42,65,10,24,14,1
Løksebotnvassdraget,191.4Z,2018,0.59,64,0.78,,,,FALSE,29,35,0,14,8,0,1,8,0,1,2,0
Løksebotnvassdraget,191.4Z,2019,0.59,34,0.78,,,,FALSE,26,8,0,16,2,0,8,0,0,4,0,0
