Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Sira,026.Z,2012,0.6,252.5,1.23,,,,FALSE,138,307,111,82,66,14,0,0,0,0,0,0
Sira,026.Z,2013,0.6,214,1,,,,FALSE,117,48,49,82,12,6,0,0,0,0,0,0
Sira,026.Z,2014,0.6,641,1,,,,FALSE,226,351,65,123,81,7,0,0,0,0,0,0
Sira,026.Z,2015,0.6,373,1,,,,FALSE,230,87,56,123,19,7,0,0,0,0,0,0
Sira,026.Z,2016,0.6,427,1,,,,FALSE,178,213,36,104,54,4,0,0,0,0,0,0
Sira,026.Z,2017,0.6,85,1,,,,FALSE,22,21,42,14,4,5,1,0,0,2,0,0
Sira,026.Z,2018,0.6,25,1,,,,FALSE,13,12,0,7,3,0,0,0,0,0,0,0
Sira,026.Z,2019,0.6,82,1,,,,FALSE,57,25,0,41,6,0,7,0,0,6,0,0
