Vassdrag;VdrNr;Aar;Andel_hunn;Fangst_storstygg;Maloppnaelse;Fangstrate;Gytebestand;Elvinnsig;GytingSim;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
Vosso;062.Z;2012;0.6;10;;;3000;;FALSE;0;0;8;0;0;1;20;48;98;9;11;10
Vosso;062.Z;2013;0.6;10;;;3000;;FALSE;0;0;10;0;0;1;26;73;187;16;17;20
Vosso;062.Z;2014;0.6;10;;;3000;;FALSE;0;0;0;0;0;0;0;0;0;0;0;0
Vosso;062.Z;2015;0.6;10;;;3000;;FALSE;0;0;0;0;0;0;0;0;0;0;0;0
Vosso;062.Z;2016;0.6;1;;;3000;;FALSE;0;0;0;0;0;0;0;0;0;0;0;0
Vosso;062.Z;2017;0.6;1;;;3000;;FALSE;0;0;0;0;0;0;2;4;0;1;1;0
Vosso;062.Z;2018;0.6;1;;;1500;;FALSE;0;0;0;0;0;0;0;0;0;0;0;0
Vosso;062.Z;2019;0.6;1;;;1500;;FALSE;0;0;0;0;0;0;2;0;0;1;0;0
