Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Romarheimselva,064.4Z,2012,0.63,6,,0.5,,,FALSE,1,5,0,1,1,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2013,0.63,9,,0.5,,,FALSE,6,3,0,3,1,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2014,0.63,5,,0.5,,,FALSE,2,3,0,1,1,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2015,0.63,15,,0.5,,,FALSE,15,0,0,8,0,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2016,0.63,14,,0.5,,,FALSE,14,0,0,10,0,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2017,0.63,16,,0.5,,,FALSE,12,4,0,6,1,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2018,0.63,17,,0.5,,,FALSE,13,4,0,5,1,0,0,0,0,0,0,0
Romarheimselva,064.4Z,2019,0.63,11,,0.5,,,FALSE,6,5,0,4,1,0,0,0,0,0,0,0
