Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Urvollvassdraget,144.5Z,2012,0.58,59,0.67,,,,FALSE,39,20,0,21,5,0,0,5,0,0,1,0
Urvollvassdraget,144.5Z,2013,0.58,25,0.67,,,,FALSE,18,7,0,12,2,0,11,0,0,9,0,0
Urvollvassdraget,144.5Z,2014,0.58,0,0.67,,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
Urvollvassdraget,144.5Z,2015,0.58,15,0.67,,,,FALSE,15,0,0,11,0,0,1,0,0,1,0,0
Urvollvassdraget,144.5Z,2016,0.58,1,0.67,,,,FALSE,0,0,0,0,0,0,2,4,0,2,1,0
Urvollvassdraget,144.5Z,2017,0.58,11,0.67,,,,FALSE,8,3,0,8,1,0,5,10,0,4,2,0
Urvollvassdraget,144.5Z,2018,0.58,0,0.67,,,,FALSE,0,0,0,0,0,0,2,5,0,2,1,0
Urvollvassdraget,144.5Z,2019,0.58,11,1,,,,FALSE,7,5,0,4,1,0,9,4,0,4,1,0
