Vassdrag,VdrNr,Aar,Andel_hunn,Fangst_storstygg,Maloppnaelse,Fangstrate,Gytebestand,Elvinnsig,GytingSim,Laks_vekt_u3kg,Laks_vekt_o3u7kg,Laks_vekt_o7kg,Laks_ant_u3kg,Laks_ant_o3u7kg,Laks_ant_o7kg,Gjen_vekt_u3kg,Gjen_vekt_o3u7kg,Gjen_vekto7kg,Gjen_ant_u3kg,Gjen_ant_o3u7kg,Gjen_ant_o7kg
Nordelva (Åbøelva),037.2Z,2012,0.53,0,0,,,,FALSE,0,0,0,0,0,0,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2013,0.53,0,0,,,,FALSE,2,3,0,1,1,0,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2014,0.53,0,0,,,,FALSE,1,14,7,1,3,1,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2015,0.53,15,0,,,,FALSE,2,5,8,1,1,1,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2016,0.53,15,0,,,,FALSE,4,11,8,2,2,1,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2017,0.53,64,0,,,,FALSE,8,49,7,4,10,1,0,0,0,0,0,0
Nordelva (Åbøelva),037.2Z,2018,0.53,64,0,,,,FALSE,9,40,0,4,9,0,2,0,0,2,0,0
Nordelva (Åbøelva),037.2Z,2019,0.53,64,0,,,,FALSE,7,28,19,3,7,2,0,0,0,0,0,0
