Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2011;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;032.4Z;Tauvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;032.Z;Jørpelandselva;70;51;0;37;10;0;0;0;0;0;0;0
1994;032.Z;Jørpelandselva;0;0;0;0;0;0;0;0;0;0;0;0
1995;032.Z;Jørpelandselva;70;90;16;38;21;2;0;0;0;0;0;0
1996;032.Z;Jørpelandselva;135;174;23;64;41;3;0;0;0;0;0;0
1997;032.Z;Jørpelandselva;89;10;0;52;3;0;0;0;0;0;0;0
1998;032.Z;Jørpelandselva;71;122;23;44;26;3;0;0;0;0;0;0
1999;032.Z;Jørpelandselva;168;51;21;98;12;2;0;0;0;0;0;0
2000;032.Z;Jørpelandselva;155;52;8;88;11;1;0;0;0;0;0;0
2001;032.Z;Jørpelandselva;91;60;8;62;13;1;0;0;0;0;0;0
2002;032.Z;Jørpelandselva;38;20;16;22;5;2;0;0;0;0;0;0
2003;032.Z;Jørpelandselva;99;73;8;57;22;1;0;0;0;0;0;0
2004;032.Z;Jørpelandselva;146;54;0;94;13;0;0;0;0;0;0;0
2005;032.Z;Jørpelandselva;106;61;0;61;16;0;0;0;0;0;0;0
2006;032.Z;Jørpelandselva;69;28;9;43;7;1;0;0;0;0;0;0
2007;032.Z;Jørpelandselva;47;114;16;24;26;2;0;0;0;0;0;0
2008;032.Z;Jørpelandselva;31;107;11;17;24;1;0;0;0;0;0;0
2009;032.Z;Jørpelandselva;55;47;21;32;12;2;0;0;0;0;0;0
2010;032.Z;Jørpelandselva;94;96;0;54;26;0;0;0;0;0;0;0
2011;032.Z;Jørpelandselva;41;113;16;26;28;2;0;0;0;0;0;0
2012;032.Z;Jørpelandselva;90;196;61;50;43;8;0;0;0;0;0;0
2013;032.Z;Jørpelandselva;37;73;9;24;15;1;0;0;0;0;0;0
2014;032.Z;Jørpelandselva;47;59;0;26;16;0;0;0;0;0;0;0
2015;032.Z;Jørpelandselva;80;161;33;45;37;4;0;0;0;0;0;0
2016;032.Z;Jørpelandselva;119;191;53;80;43;7;0;0;0;0;0;0
2017;032.Z;Jørpelandselva;75;482;25;42;104;3;0;0;0;0;0;0
2018;032.Z;Jørpelandselva;68;58;23;34;12;3;0;0;0;0;0;0
2019;032.Z;Jørpelandselva;41;143;15;29;34;2;0;0;0;0;0;0
2020;032.Z;Jørpelandselva;88;136;25;53;31;3;0;0;0;0;0;0
2021;032.Z;Jørpelandselva;33;58;8;21;16;1;0;0;0;0;0;0
2022;032.Z;Jørpelandselva;136;164;32;75;39;4;0;0;0;0;0;0
2023;032.Z;Jørpelandselva;68;125;0;49;27;0;0;0;0;0;0;0
2024;032.Z;Jørpelandselva;57;66;0;37;14;0;0;0;0;0;0;0
1993;033.Z;Årdalselva (storåa);753;1234;391;442;246;46;0;0;0;0;0;0
1994;033.Z;Årdalselva (storåa);725;477;823;346;95;93;0;0;0;0;0;0
1995;033.Z;Årdalselva (storåa);351;453;325;179;86;34;0;0;0;0;0;0
1996;033.Z;Årdalselva (storåa);277;803;634;142;169;68;0;0;0;0;0;0
1997;033.Z;Årdalselva (storåa);596;322;350;310;73;38;0;0;0;0;0;0
1998;033.Z;Årdalselva (storåa);130;920;341;69;188;41;0;0;0;0;0;0
1999;033.Z;Årdalselva (storåa);741;221;200;413;48;20;0;0;0;0;0;0
2000;033.Z;Årdalselva (storåa);786;1056;217;398;210;26;0;0;0;0;0;0
2001;033.Z;Årdalselva (storåa);738;1807;626;356;346;78;0;0;0;0;0;0
2002;033.Z;Årdalselva (storåa);415;1409;771;226;277;91;0;0;0;0;0;0
2003;033.Z;Årdalselva (storåa);349;1750;1028;173;339;109;0;0;0;0;0;0
2004;033.Z;Årdalselva (storåa);215;500;568;121;98;61;0;0;0;0;0;0
2005;033.Z;Årdalselva (storåa);737;1207;460;391;245;50;0;0;0;0;0;0
2006;033.Z;Årdalselva (storåa);259;1702;398;139;338;45;0;0;0;0;0;0
2007;033.Z;Årdalselva (storåa);164;1383;881;86;296;101;0;0;0;0;0;0
2008;033.Z;Årdalselva (storåa);112;533;663;59;114;75;0;0;0;0;0;0
2009;033.Z;Årdalselva (storåa);100;466;461;52;90;52;0;0;0;0;0;0
2010;033.Z;Årdalselva (storåa);269;510;287;165;107;32;31;33;10;19;7;1
2011;033.Z;Årdalselva (storåa);204;1422;530;101;286;61;138;425;29;79;88;4
2012;033.Z;Årdalselva (storåa);260;2322;1731;135;494;206;214;719;235;119;161;29
2013;033.Z;Årdalselva (storåa);179;1451;1211;103;294;144;86;289;137;54;66;17
2014;033.Z;Årdalselva (storåa);108;1016;768;62;211;90;90;372;185;53;82;23
2015;033.Z;Årdalselva (storåa);79;1729;1455;47;342;173;89;364;212;53;76;26
2016;033.Z;Årdalselva (storåa);138;1574;990;86;313;117;87;394;125;58;81;16
2017;033.Z;Årdalselva (storåa);42;1729;1591;25;337;177;42;463;200;23;100;25
2018;033.Z;Årdalselva (storåa);73;812;581;39;160;65;42;263;86;22;52;11
2019;033.Z;Årdalselva (storåa);42;838;836;23;159;97;45;110;123;26;23;15
2020;033.Z;Årdalselva (storåa);124;1092;930;64;221;106;140;169;42;80;38;4
2021;033.Z;Årdalselva (storåa);58;1223;496;29;254;60;36;142;59;19;31;7
2022;033.Z;Årdalselva (storåa);126;990;1434;61;190;168;52;79;77;27;17;9
2023;033.Z;Årdalselva (storåa);84;810;573;44;160;69;78;124;76;46;27;9
2024;033.Z;Årdalselva (storåa);18;175;233;9;32;27;26;92;80;14;19;9
1993;035.2Z;Hjelmelandselva;5;87;47;2;17;6;0;0;0;0;0;0
1994;035.2Z;Hjelmelandselva;63;288;112;28;57;14;0;0;0;0;0;0
1995;035.2Z;Hjelmelandselva;39;61;17;20;11;2;0;0;0;0;0;0
1996;035.2Z;Hjelmelandselva;23;154;34;10;29;4;0;0;0;0;0;0
1997;035.2Z;Hjelmelandselva;0;0;0;0;0;0;0;0;0;0;0;0
1998;035.2Z;Hjelmelandselva;0;0;0;0;0;0;0;0;0;0;0;0
1999;035.2Z;Hjelmelandselva;32;107;62;13;23;8;0;0;0;0;0;0
2000;035.2Z;Hjelmelandselva;13;229;133;7;50;15;0;0;0;0;0;0
2001;035.2Z;Hjelmelandselva;18;235;185;8;42;23;0;0;0;0;0;0
2002;035.2Z;Hjelmelandselva;44;106;106;18;27;14;0;0;0;0;0;0
2003;035.2Z;Hjelmelandselva;42;89;73;17;18;9;0;0;0;0;0;0
2004;035.2Z;Hjelmelandselva;38;120;70;15;27;9;0;0;0;0;0;0
2005;035.2Z;Hjelmelandselva;36;120;70;15;27;9;0;0;0;0;0;0
2006;035.2Z;Hjelmelandselva;6;0;0;2;0;0;0;0;0;0;0;0
2007;035.2Z;Hjelmelandselva;50;49;33;26;12;4;0;0;0;0;0;0
2008;035.2Z;Hjelmelandselva;12;43;0;5;8;0;0;0;0;0;0;0
2009;035.2Z;Hjelmelandselva;33;102;8;16;25;1;0;0;0;0;0;0
2010;035.2Z;Hjelmelandselva;79;172;95;35;35;12;0;0;0;0;0;0
2011;035.2Z;Hjelmelandselva;52;159;25;31;38;3;0;0;0;0;0;0
2012;035.2Z;Hjelmelandselva;37;187;23;17;44;3;0;0;0;0;0;0
2013;035.2Z;Hjelmelandselva;31;113;8;15;25;1;0;0;0;0;0;0
2014;035.2Z;Hjelmelandselva;6;49;0;3;12;0;0;0;0;0;0;0
2015;035.2Z;Hjelmelandselva;32;48;0;17;15;0;0;0;0;0;0;0
2016;035.2Z;Hjelmelandselva;100;30;0;37;6;0;0;0;0;0;0;0
2017;035.2Z;Hjelmelandselva;84;94;16;44;22;2;0;0;0;0;0;0
2018;035.2Z;Hjelmelandselva;16;44;0;10;10;0;0;0;0;0;0;0
2019;035.2Z;Hjelmelandselva;20;52;8;11;10;1;0;0;0;0;0;0
2020;035.2Z;Hjelmelandselva;20;66;11;10;17;1;2;0;0;1;0;0
2021;035.2Z;Hjelmelandselva;7;24;10;5;6;1;0;0;0;0;0;0
2022;035.2Z;Hjelmelandselva;17;57;7;8;12;1;0;0;0;0;0;0
2023;035.2Z;Hjelmelandselva;18;27;0;12;6;0;1;0;0;3;0;0
2024;035.2Z;Hjelmelandselva;0;0;0;0;0;0;0;0;0;0;0;0
1993;035.3Z;Vorma (Vormedalselva);240;266;92;109;59;10;0;0;0;0;0;0
1994;035.3Z;Vorma (Vormedalselva);214;244;28;116;51;3;0;0;0;0;0;0
1995;035.3Z;Vorma (Vormedalselva);149;252;32;77;51;4;0;0;0;0;0;0
1996;035.3Z;Vorma (Vormedalselva);94;202;18;49;41;2;0;0;0;0;0;0
1997;035.3Z;Vorma (Vormedalselva);407;111;0;160;24;0;0;0;0;0;0;0
1998;035.3Z;Vorma (Vormedalselva);73;432;100;35;89;12;0;0;0;0;0;0
1999;035.3Z;Vorma (Vormedalselva);598;44;8;326;10;1;0;0;0;0;0;0
2000;035.3Z;Vorma (Vormedalselva);747;782;108;414;176;14;0;0;0;0;0;0
2001;035.3Z;Vorma (Vormedalselva);440;818;175;231;172;21;0;0;0;0;0;0
2002;035.3Z;Vorma (Vormedalselva);318;495;183;197;100;21;0;0;0;0;0;0
2003;035.3Z;Vorma (Vormedalselva);349;793;170;216;172;23;0;0;0;0;0;0
2004;035.3Z;Vorma (Vormedalselva);430;490;180;243;100;21;0;0;0;0;0;0
2005;035.3Z;Vorma (Vormedalselva);760;551;117;482;143;13;0;0;0;0;0;0
2006;035.3Z;Vorma (Vormedalselva);321;870;40;218;206;5;0;0;0;0;0;0
2007;035.3Z;Vorma (Vormedalselva);208;974;220;134;216;27;0;0;0;0;0;0
2008;035.3Z;Vorma (Vormedalselva);202;851;240;109;195;32;0;0;0;0;0;0
2009;035.3Z;Vorma (Vormedalselva);273;432;263;179;89;31;0;0;0;0;0;0
2010;035.3Z;Vorma (Vormedalselva);519;667;23;270;172;3;0;0;0;0;0;0
2011;035.3Z;Vorma (Vormedalselva);338;825;191;183;186;24;0;0;0;0;0;0
2012;035.3Z;Vorma (Vormedalselva);655;1831;281;335;400;33;0;0;0;0;0;0
2013;035.3Z;Vorma (Vormedalselva);421;926;195;236;209;23;0;0;0;0;0;0
2014;035.3Z;Vorma (Vormedalselva);276;765;149;145;175;17;0;0;0;0;0;0
2015;035.3Z;Vorma (Vormedalselva);334;988;305;200;208;37;0;0;0;0;0;0
2016;035.3Z;Vorma (Vormedalselva);236;1095;187;147;239;23;0;0;0;0;0;0
2017;035.3Z;Vorma (Vormedalselva);263;1370;298;160;318;37;0;0;0;0;0;0
2018;035.3Z;Vorma (Vormedalselva);217;605;114;113;131;12;0;0;0;0;0;0
2019;035.3Z;Vorma (Vormedalselva);174;1333;244;111;276;31;0;0;0;0;0;0
2020;035.3Z;Vorma (Vormedalselva);530;1023;289;305;234;34;0;0;0;0;0;0
2021;035.3Z;Vorma (Vormedalselva);208;989;170;121;227;20;0;0;0;0;0;0
2022;035.3Z;Vorma (Vormedalselva);331;978;202;174;224;24;10;0;0;8;0;0
2023;035.3Z;Vorma (Vormedalselva);163;495;64;92;112;8;3;0;8;1;0;1
2024;035.3Z;Vorma (Vormedalselva);37;96;8;22;21;1;3;69;0;1;15;0
1993;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;035.4Z;Førreelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;035.7Z;Hålandselva (i Erfjord);0;156;0;0;45;0;0;0;0;0;0;0
1994;035.7Z;Hålandselva (i Erfjord);30;66;9;14;10;1;0;0;0;0;0;0
1995;035.7Z;Hålandselva (i Erfjord);0;10;0;0;2;0;0;0;0;0;0;0
1996;035.7Z;Hålandselva (i Erfjord);10;63;34;5;13;4;0;0;0;0;0;0
1997;035.7Z;Hålandselva (i Erfjord);7;4;8;3;1;1;0;0;0;0;0;0
1998;035.7Z;Hålandselva (i Erfjord);23;46;24;13;10;3;0;0;0;0;0;0
1999;035.7Z;Hålandselva (i Erfjord);84;28;0;39;7;0;0;0;0;0;0;0
2000;035.7Z;Hålandselva (i Erfjord);174;182;27;75;36;3;0;0;0;0;0;0
2001;035.7Z;Hålandselva (i Erfjord);26;168;56;13;37;6;0;0;0;0;0;0
2002;035.7Z;Hålandselva (i Erfjord);22;130;60;13;26;7;0;0;0;0;0;0
2003;035.7Z;Hålandselva (i Erfjord);48;307;29;22;67;3;0;0;0;0;0;0
2004;035.7Z;Hålandselva (i Erfjord);73;55;18;36;13;2;0;0;0;0;0;0
2005;035.7Z;Hålandselva (i Erfjord);286;140;32;159;29;3;0;0;0;0;0;0
2006;035.7Z;Hålandselva (i Erfjord);39;334;7;19;76;1;0;0;0;0;0;0
2007;035.7Z;Hålandselva (i Erfjord);62;559;63;31;122;7;0;0;0;0;0;0
2008;035.7Z;Hålandselva (i Erfjord);33;476;97;14;116;13;0;0;0;0;0;0
2009;035.7Z;Hålandselva (i Erfjord);70;117;35;44;26;4;0;0;0;0;0;0
2010;035.7Z;Hålandselva (i Erfjord);128;287;18;69;77;2;0;0;0;0;0;0
2011;035.7Z;Hålandselva (i Erfjord);59;568;58;31;120;7;0;0;0;0;0;0
2012;035.7Z;Hålandselva (i Erfjord);105;632;130;56;146;16;0;0;0;0;0;0
2013;035.7Z;Hålandselva (i Erfjord);55;227;62;31;48;8;1;0;0;1;0;0
2014;035.7Z;Hålandselva (i Erfjord);14;66;0;10;15;0;0;0;0;0;0;0
2015;035.7Z;Hålandselva (i Erfjord);45;265;47;26;55;6;0;0;0;0;0;0
2016;035.7Z;Hålandselva (i Erfjord);46;332;72;24;74;9;0;0;0;0;0;0
2017;035.7Z;Hålandselva (i Erfjord);49;385;161;30;83;19;0;0;0;0;0;0
2018;035.7Z;Hålandselva (i Erfjord);20;71;0;8;15;0;0;0;0;0;0;0
2019;035.7Z;Hålandselva (i Erfjord);12;294;60;17;65;7;0;0;0;0;0;0
2020;035.7Z;Hålandselva (i Erfjord);105;291;34;56;65;4;0;0;0;0;0;0
2021;035.7Z;Hålandselva (i Erfjord);78;364;62;44;81;8;7;3;8;6;1;1
2022;035.7Z;Hålandselva (i Erfjord);54;498;95;28;111;11;1;9;22;1;2;3
2023;035.7Z;Hålandselva (i Erfjord);81;276;53;47;61;7;6;11;0;4;3;0
2024;035.7Z;Hålandselva (i Erfjord);0;0;0;0;0;0;0;0;0;0;0;0
1993;035.Z;Ulla (vadlaelva);0;153;0;0;44;0;0;0;0;0;0;0
1994;035.Z;Ulla (vadlaelva);169;42;13;72;8;1;0;0;0;0;0;0
1995;035.Z;Ulla (vadlaelva);31;25;0;16;4;0;0;0;0;0;0;0
1996;035.Z;Ulla (vadlaelva);15;62;22;10;13;2;0;0;0;0;0;0
1997;035.Z;Ulla (vadlaelva);46;29;8;25;7;1;0;0;0;0;0;0
1998;035.Z;Ulla (vadlaelva);21;282;64;12;55;8;0;0;0;0;0;0
1999;035.Z;Ulla (vadlaelva);202;12;69;110;2;7;0;0;0;0;0;0
2000;035.Z;Ulla (vadlaelva);219;297;97;97;59;11;0;0;0;0;0;0
2001;035.Z;Ulla (vadlaelva);112;292;60;48;63;7;0;0;0;0;0;0
2002;035.Z;Ulla (vadlaelva);117;147;64;63;27;7;0;0;0;0;0;0
2003;035.Z;Ulla (vadlaelva);339;286;84;162;60;10;0;0;0;0;0;0
2004;035.Z;Ulla (vadlaelva);102;157;90;55;37;11;0;0;0;0;0;0
2005;035.Z;Ulla (vadlaelva);355;172;75;177;35;7;0;0;0;0;0;0
2006;035.Z;Ulla (vadlaelva);75;138;28;37;29;3;0;0;0;0;0;0
2007;035.Z;Ulla (vadlaelva);57;445;101;29;97;12;0;0;0;0;0;0
2008;035.Z;Ulla (vadlaelva);63;276;183;24;66;21;0;0;0;0;0;0
2009;035.Z;Ulla (vadlaelva);71;193;154;44;38;18;0;0;0;0;0;0
2010;035.Z;Ulla (vadlaelva);64;190;42;30;47;5;0;0;0;0;0;0
2011;035.Z;Ulla (vadlaelva);42;183;141;21;38;16;0;0;0;0;0;0
2012;035.Z;Ulla (vadlaelva);84;270;142;41;59;17;0;0;0;0;0;0
2013;035.Z;Ulla (vadlaelva);88;303;28;43;60;3;0;0;0;0;0;0
2014;035.Z;Ulla (vadlaelva);34;68;24;17;17;3;2;0;8;1;0;1
2015;035.Z;Ulla (vadlaelva);135;296;122;68;67;13;2;5;14;1;1;1
2016;035.Z;Ulla (vadlaelva);118;449;72;69;104;9;2;0;0;1;0;0
2017;035.Z;Ulla (vadlaelva);31;256;85;19;51;11;0;0;0;0;0;0
2018;035.Z;Ulla (vadlaelva);42;268;125;20;59;15;0;0;0;0;0;0
2019;035.Z;Ulla (vadlaelva);57;350;126;41;72;13;0;0;0;0;0;0
2020;035.Z;Ulla (vadlaelva);112;478;177;65;102;22;0;0;0;0;0;0
2021;035.Z;Ulla (vadlaelva);37;183;33;20;41;3;1;0;0;1;0;0
2022;035.Z;Ulla (vadlaelva);42;177;57;23;39;7;0;0;0;0;0;0
2023;035.Z;Ulla (vadlaelva);51;125;40;31;28;5;0;5;0;0;1;0
2024;035.Z;Ulla (vadlaelva);28;147;62;15;33;7;5;4;0;3;1;0
1993;036.Z;Suldalslågen (Sandselva);254;0;1021;126;0;136;0;0;0;0;0;0
1994;036.Z;Suldalslågen (Sandselva);509;406;622;258;93;58;0;0;0;0;0;0
1995;036.Z;Suldalslågen (Sandselva);750;615;326;353;142;33;0;0;0;0;0;0
1996;036.Z;Suldalslågen (Sandselva);115;221;261;65;47;29;0;0;0;0;0;0
1997;036.Z;Suldalslågen (Sandselva);544;483;43;282;130;5;0;0;0;0;0;0
1998;036.Z;Suldalslågen (Sandselva);105;243;49;61;54;5;0;0;0;0;0;0
1999;036.Z;Suldalslågen (Sandselva);289;164;11;148;41;1;0;0;0;0;0;0
2000;036.Z;Suldalslågen (Sandselva);428;594;236;238;149;27;0;0;0;0;0;0
2001;036.Z;Suldalslågen (Sandselva);168;353;136;84;81;15;0;0;0;0;0;0
2002;036.Z;Suldalslågen (Sandselva);305;419;258;161;90;29;0;0;0;0;0;0
2003;036.Z;Suldalslågen (Sandselva);359;761;509;198;168;55;0;0;0;0;0;0
2004;036.Z;Suldalslågen (Sandselva);283;456;289;156;92;30;0;0;0;0;0;0
2005;036.Z;Suldalslågen (Sandselva);579;808;900;331;167;93;0;0;0;0;0;0
2006;036.Z;Suldalslågen (Sandselva);935;2405;1238;525;527;143;0;0;0;0;0;0
2007;036.Z;Suldalslågen (Sandselva);117;965;1698;68;192;174;0;0;0;0;0;0
2008;036.Z;Suldalslågen (Sandselva);265;934;1373;162;197;147;0;0;0;0;0;0
2009;036.Z;Suldalslågen (Sandselva);210;691;920;113;141;102;11;45;99;7;9;10
2010;036.Z;Suldalslågen (Sandselva);560;1712;631;289;403;66;54;126;69;31;29;7
2011;036.Z;Suldalslågen (Sandselva);433;2609;1955;233;534;235;48;365;372;27;76;40
2012;036.Z;Suldalslågen (Sandselva);362;1401;4333;181;285;471;52;185;615;30;39;69
2013;036.Z;Suldalslågen (Sandselva);472;1564;2254;273;321;245;91;245;285;57;51;30
2014;036.Z;Suldalslågen (Sandselva);530;1428;2522;276;314;272;113;545;1057;69;112;110
2015;036.Z;Suldalslågen (Sandselva);375;1559;2046;215;307;222;72;420;928;45;78;100
2016;036.Z;Suldalslågen (Sandselva);171;1026;1909;97;205;210;36;445;888;22;84;100
2017;036.Z;Suldalslågen (Sandselva);250;1249;2451;138;248;265;66;627;1084;41;121;119
2018;036.Z;Suldalslågen (Sandselva);444;1426;1471;222;300;164;112;754;1000;59;143;111
2019;036.Z;Suldalslågen (Sandselva);219;1345;3185;128;255;358;57;762;1389;39;142;159
2020;036.Z;Suldalslågen (Sandselva);395;1421;2642;212;283;279;156;584;1627;87;111;177
2021;036.Z;Suldalslågen (Sandselva);467;1975;2718;225;412;295;117;1013;1206;68;202;133
2022;036.Z;Suldalslågen (Sandselva);471;1838;3018;221;361;332;105;1074;1953;54;208;219
2023;036.Z;Suldalslågen (Sandselva);196;1245;1726;113;231;192;78;573;996;46;105;112
2024;036.Z;Suldalslågen (Sandselva);102;483;472;52;99;51;169;411;1002;93;88;104
1993;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1994;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1995;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1996;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1997;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1998;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1999;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2000;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2001;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2002;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2003;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2004;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2005;037.2Z;Nordelva i Sauda (Åbøelva);11;0;0;8;0;0;0;0;0;0;0;0
2006;037.2Z;Nordelva i Sauda (Åbøelva);24;33;0;12;5;0;0;0;0;0;0;0
2007;037.2Z;Nordelva i Sauda (Åbøelva);0;8;0;0;2;0;0;0;0;0;0;0
2008;037.2Z;Nordelva i Sauda (Åbøelva);3;10;0;2;2;0;0;0;0;0;0;0
2009;037.2Z;Nordelva i Sauda (Åbøelva);15;24;9;7;5;1;0;0;0;0;0;0
2010;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2011;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2012;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
2013;037.2Z;Nordelva i Sauda (Åbøelva);2;3;0;1;1;0;0;0;0;0;0;0
2014;037.2Z;Nordelva i Sauda (Åbøelva);1;14;7;1;3;1;0;0;0;0;0;0
2015;037.2Z;Nordelva i Sauda (Åbøelva);2;5;8;1;1;1;0;0;0;0;0;0
2016;037.2Z;Nordelva i Sauda (Åbøelva);4;11;8;2;2;1;0;0;0;0;0;0
2017;037.2Z;Nordelva i Sauda (Åbøelva);8;49;7;4;10;1;0;0;0;0;0;0
2018;037.2Z;Nordelva i Sauda (Åbøelva);9;40;0;4;9;0;2;0;0;2;0;0
2019;037.2Z;Nordelva i Sauda (Åbøelva);7;28;19;3;7;2;0;0;0;0;0;0
2020;037.2Z;Nordelva i Sauda (Åbøelva);11;24;41;5;6;5;3;0;0;2;0;0
2021;037.2Z;Nordelva i Sauda (Åbøelva);16;10;0;8;2;0;0;0;0;0;0;0
2022;037.2Z;Nordelva i Sauda (Åbøelva);4;60;8;2;12;1;2;6;0;1;1;0
2023;037.2Z;Nordelva i Sauda (Åbøelva);1;13;9;1;2;1;2;0;0;1;0;0
2024;037.2Z;Nordelva i Sauda (Åbøelva);0;0;0;0;0;0;0;0;0;0;0;0
1993;037.Z;Storelva (Saudavassdraget);0;0;0;0;0;0;0;0;0;0;0;0
1994;037.Z;Storelva (Saudavassdraget);0;26;0;0;8;0;0;0;0;0;0;0
1995;037.Z;Storelva (Saudavassdraget);2;9;0;1;2;0;0;0;0;0;0;0
1996;037.Z;Storelva (Saudavassdraget);5;0;0;3;0;0;0;0;0;0;0;0
1997;037.Z;Storelva (Saudavassdraget);78;13;0;37;4;0;0;0;0;0;0;0
1998;037.Z;Storelva (Saudavassdraget);19;50;0;9;11;0;0;0;0;0;0;0
1999;037.Z;Storelva (Saudavassdraget);4;0;0;2;0;0;0;0;0;0;0;0
