fylke;region;komnr;aar;Laks under 3 kg (kg);Laks 3 - 6,9 kg (kg);Laks 7 kg og over (kg);Laks under 3 kg (stk);Laks 3 - 6,9 kg (stk);Laks 7 kg og over (stk)
01;0101 Halden (-2019);0101 ;1993;171;579;274;76;120;33
01;0101 Halden (-2019);0101 ;1994;63;455;200;28;95;24
01;0101 Halden (-2019);0101 ;1995;171;250;115;75;56;13
01;0101 Halden (-2019);0101 ;1996;91;517;165;39;102;19
01;0101 Halden (-2019);0101 ;1997;24;238;54;10;45;6
01;0101 Halden (-2019);0101 ;1998;55;183;55;23;35;7
01;0101 Halden (-2019);0101 ;1999;10;157;63;4;33;7
01;0101 Halden (-2019);0101 ;2000;31;256;83;13;55;9
01;0101 Halden (-2019);0101 ;2001;34;231;56;14;47;7
01;0101 Halden (-2019);0101 ;2002;28;357;117;13;70;15
01;0101 Halden (-2019);0101 ;2003;41;269;80;17;54;9
01;0101 Halden (-2019);0101 ;2004;26;143;105;11;28;12
01;0101 Halden (-2019);0101 ;2005;31;430;147;13;85;17
01;0101 Halden (-2019);0101 ;2006;5;248;128;3;54;16
01;0101 Halden (-2019);0101 ;2007;18;357;90;8;77;10
01;0101 Halden (-2019);0101 ;2008;17;491;109;7;108;13
01;0101 Halden (-2019);0101 ;2009;32;379;244;13;83;29
01;0101 Halden (-2019);0101 ;2010;38;223;91;15;53;11
01;0101 Halden (-2019);0101 ;2011;12;267;32;5;54;4
01;0101 Halden (-2019);0101 ;2012;11;150;128;4;32;15
01;0101 Halden (-2019);0101 ;2013;18;132;106;7;29;12
01;0101 Halden (-2019);0101 ;2014;10;130;41;4;28;4
01;0101 Halden (-2019);0101 ;2015;10;125;86;4;29;11
01;0101 Halden (-2019);0101 ;2016;3;133;112;1;26;12
01;0101 Halden (-2019);0101 ;2017;10;111;116;4;22;14
01;0101 Halden (-2019);0101 ;2018;8;142;35;3;26;4
01;0101 Halden (-2019);0101 ;2019;8;143;16;3;30;2
01;0102 Sarpsborg (-1991);0102 ;1993;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1994;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1995;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1996;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1997;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1998;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;1999;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2000;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2001;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2002;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2003;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2004;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2005;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2006;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2007;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2008;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2009;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2010;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2011;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2012;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2013;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2014;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2015;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2016;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2017;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2018;0;0;0;0;0;0
01;0102 Sarpsborg (-1991);0102 ;2019;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1993;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1994;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1995;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1996;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1997;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1998;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;1999;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2000;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2001;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2002;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2003;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2004;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2005;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2006;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2007;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2008;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2009;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2010;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2011;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2012;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2013;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2014;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2015;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2016;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2017;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2018;0;0;0;0;0;0
01;0103 Fredrikstad (-1993);0103 ;2019;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;1993;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;1994;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;1995;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;1996;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;1997;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;1998;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;1999;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2000;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2001;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2002;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2003;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2004;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2005;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2006;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2007;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2008;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2009;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2010;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2011;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2012;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2013;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2014;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2015;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2016;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2017;0;0;0;0;0;0
01;0104 Moss (-2019);0104 ;2018;:;:;:;:;:;:
01;0104 Moss (-2019);0104 ;2019;:;:;:;:;:;:
01;0105 Sarpsborg (1992-2019);0105 ;1993;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1994;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1995;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1996;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1997;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1998;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;1999;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2000;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2001;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2002;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2003;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2004;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2005;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2006;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2007;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2008;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2009;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2010;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2011;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2012;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2013;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2014;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2015;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2016;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2017;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2018;0;0;0;0;0;0
01;0105 Sarpsborg (1992-2019);0105 ;2019;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;1993;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;1994;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;1995;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;1996;110;203;62;47;47;8
01;0106 Fredrikstad (1994-2019);0106 ;1997;42;99;33;19;24;4
01;0106 Fredrikstad (1994-2019);0106 ;1998;31;50;23;13;10;3
01;0106 Fredrikstad (1994-2019);0106 ;1999;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2000;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2001;43;91;21;16;20;3
01;0106 Fredrikstad (1994-2019);0106 ;2002;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2003;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2004;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2005;23;222;101;10;46;11
01;0106 Fredrikstad (1994-2019);0106 ;2006;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2007;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2008;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2009;26;228;84;10;51;10
01;0106 Fredrikstad (1994-2019);0106 ;2010;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2011;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2012;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2013;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2014;:;:;:;:;:;:
01;0106 Fredrikstad (1994-2019);0106 ;2015;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;2016;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;2017;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;2018;0;0;0;0;0;0
01;0106 Fredrikstad (1994-2019);0106 ;2019;0;0;0;0;0;0
01;0111 Hvaler (-2019);0111 ;1993;136;186;62;58;38;6
01;0111 Hvaler (-2019);0111 ;1994;189;217;55;81;49;7
01;0111 Hvaler (-2019);0111 ;1995;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;1996;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;1997;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;1998;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;1999;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2000;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2001;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2002;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2003;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2004;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2005;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2006;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2007;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2008;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2009;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2010;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2011;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2012;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2013;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2014;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2015;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2016;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2017;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2018;:;:;:;:;:;:
01;0111 Hvaler (-2019);0111 ;2019;:;:;:;:;:;:
01;0113 Borge (-1993);0113 ;1993;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1994;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1995;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1996;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1997;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1998;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;1999;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2000;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2001;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2002;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2003;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2004;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2005;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2006;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2007;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2008;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2009;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2010;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2011;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2012;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2013;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2014;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2015;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2016;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2017;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2018;0;0;0;0;0;0
01;0113 Borge (-1993);0113 ;2019;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1993;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1994;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1995;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1996;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1997;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1998;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;1999;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2000;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2001;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2002;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2003;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2004;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2005;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2006;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2007;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2008;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2009;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2010;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2011;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2012;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2013;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2014;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2015;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2016;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2017;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2018;0;0;0;0;0;0
01;0114 Varteig (-1991);0114 ;2019;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1993;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1994;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1995;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1996;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1997;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1998;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;1999;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2000;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2001;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2002;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2003;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2004;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2005;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2006;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2007;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2008;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2009;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2010;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2011;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2012;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2013;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2014;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2015;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2016;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2017;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2018;0;0;0;0;0;0
01;0115 Skjeberg (-1991);0115 ;2019;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1993;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1994;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1995;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1996;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1997;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1998;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;1999;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2000;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2001;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2002;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2003;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2004;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2005;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2006;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2007;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2008;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2009;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2010;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2011;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2012;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2013;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2014;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2015;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2016;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2017;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2018;0;0;0;0;0;0
01;0116 Berg  (-1966);0116 ;2019;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1993;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1994;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1995;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1996;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1997;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1998;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;1999;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2000;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2001;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2002;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2003;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2004;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2005;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2006;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2007;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2008;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2009;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2010;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2011;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2012;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2013;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2014;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2015;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2016;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2017;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2018;0;0;0;0;0;0
01;0117 Idd (-1966);0117 ;2019;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1993;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1994;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1995;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1996;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1997;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1998;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;1999;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2000;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2001;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2002;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2003;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2004;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2005;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2006;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2007;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2008;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2009;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2010;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2011;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2012;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2013;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2014;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2015;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2016;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2017;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2018;0;0;0;0;0;0
01;0118 Aremark (-2019);0118 ;2019;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1993;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1994;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1995;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1996;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1997;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1998;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;1999;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2000;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2001;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2002;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2003;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2004;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2005;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2006;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2007;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2008;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2009;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2010;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2011;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2012;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2013;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2014;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2015;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2016;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2017;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2018;0;0;0;0;0;0
01;0119 Marker (-2019);0119 ;2019;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1993;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1994;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1995;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1996;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1997;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1998;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;1999;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2000;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2001;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2002;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2003;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2004;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2005;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2006;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2007;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2008;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2009;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2010;0;0;0;0;0;0
01;0121 Rømskog (-2019);0121 ;2011;0;0;0;0;0;0
