Vassdrag	Vdrnr	Aar	FangstHunnU3_Justert	FangstHunn37_Justert	FangstHunnO7_Justert	GytingHunnU3	GytingHunn37	GytingHunnO7	AndelHunnU3	AndelHunn37	AndelHunnO7
Stj?dalselva	124.Z	2016	409.6638325	1761.807158	1416.821796	668.646227	3986.605184	4122.428302	0.303006761	0.705739599	0.553132655
Stj?dalselva	124.Z	2017	386.801964	1812.979939	1376.596627	653.5644682	3791.866922	3919.180114	0.289631171	0.706796775	0.554477367
Stj?dalselva	124.Z	2018	364.0569042	1786.291882	1379.836008	735.0946421	3717.263571	4333.383069	0.304059547	0.709704412	0.54366948
Stj?dalselva	124.Z	2019	435.1670219	1737.556199	1424.498	693.7566052	4016.495776	3394.153873	0.302247206	0.700243805	0.546411991
Verdalsvassdraget	127.Z	1993	205.784029	571.1140366	408.0964797	406.3909616	1780.970135	1378.389953	0.396371373	0.707145775	0.560632746
Verdalsvassdraget	127.Z	1994	224.3870254	556.4269469	395.5265746	372.4465368	1755.941889	1584.716863	0.406401271	0.69916007	0.553119655
Verdalsvassdraget	127.Z	1995	183.2864011	551.4715917	394.1411217	387.1914688	1839.487956	1374.620624	0.404429715	0.702194512	0.555200157
Verdalsvassdraget	127.Z	1996	217.6230008	588.7412682	402.0440628	398.3715358	1730.922629	1363.160116	0.391180642	0.698059687	0.546537479
Verdalsvassdraget	127.Z	1997	201.9470727	534.2146711	396.2350938	396.1966835	1749.632816	1641.214756	0.409304938	0.701199784	0.549471863
Verdalsvassdraget	127.Z	1998	220.3626558	583.2207168	419.2320837	354.3633742	1582.528584	1423.931854	0.394044248	0.704644832	0.555193708
Verdalsvassdraget	127.Z	1999	187.4858829	577.9034962	404.3122812	416.9123253	1957.987666	1365.558263	0.406755096	0.707537428	0.550505119
Verdalsvassdraget	127.Z	2000	227.3661533	555.8932705	404.0355059	341.2465148	1948.453072	1474.195288	0.403857988	0.701915719	0.557466224
Verdalsvassdraget	127.Z	2001	197.4040917	570.6311109	408.4438777	347.7556092	1709.677104	1325.639383	0.4076016	0.698099565	0.549475171
Verdalsvassdraget	127.Z	2002	199.5170993	554.1503573	401.5317875	401.4629429	1516.996345	1341.473597	0.394064804	0.702961652	0.553663707
Verdalsvassdraget	127.Z	2003	214.3968308	544.2888177	397.843313	427.3333125	1959.26397	1320.961291	0.405574969	0.702982904	0.555682451
Verdalsvassdraget	127.Z	2004	195.6781657	570.7596686	425.3116169	306.5372734	1956.434519	1480.681516	0.39570553	0.698286024	0.547756568
Verdalsvassdraget	127.Z	2005	205.1558115	553.0369643	406.0044393	451.8293216	1687.306819	1445.251732	0.398824377	0.699242139	0.539642228
Verdalsvassdraget	127.Z	2006	217.5226394	533.1268215	398.0757036	413.418516	1802.397569	1396.365825	0.399576679	0.695707617	0.553812815
Verdalsvassdraget	127.Z	2007	197.1262354	560.2883503	412.4492395	343.5706401	1698.061827	1300.612331	0.403488461	0.691142744	0.551574811
Verdalsvassdraget	127.Z	2008	209.5158791	560.7574779	406.7753447	365.8669795	1964.861864	1480.04845	0.410634499	0.696632476	0.552502079
Verdalsvassdraget	127.Z	2009	207.5668691	545.7093386	414.2556489	348.24359	1418.436419	1306.596213	0.407759885	0.698566502	0.557700017
Verdalsvassdraget	127.Z	2010	190.7746079	565.1887825	392.4735429	392.5476729	1860.449994	1546.520737	0.404647789	0.702826319	0.548188462
Verdalsvassdraget	127.Z	2011	199.6410982	560.8435791	400.6321142	387.8219033	1970.663572	1546.120602	0.398731616	0.694993938	0.554488192
Verdalsvassdraget	127.Z	2012	194.6330223	559.2921906	405.1086053	376.8466607	1759.24813	1487.602323	0.398460688	0.704983388	0.553593532
Verdalsvassdraget	127.Z	2013	207.5218835	567.4465745	384.9079209	299.9841502	1639.6104	1496.96355	0.406266169	0.697293194	0.553378682
Verdalsvassdraget	127.Z	2014	225.156931	559.3568881	419.7825497	381.8536478	1691.751952	1749.341137	0.399968947	0.705079446	0.565917909
Verdalsvassdraget	127.Z	2015	208.3589464	558.4636501	403.0243282	272.4298848	1865.231148	1404.946884	0.3977591	0.701709275	0.544935458
Verdalsvassdraget	127.Z	2016	200.9374392	551.5225047	391.4860613	391.8750686	1844.03925	1425.674134	0.397006579	0.689364123	0.54416741
Verdalsvassdraget	127.Z	2017	213.1819357	565.2435076	389.7177356	329.8207023	1689.940648	1541.096409	0.387037363	0.708594414	0.546461573
Verdalsvassdraget	127.Z	2018	200.6348139	550.1269021	397.5839621	317.4291726	1548.95314	1423.270276	0.399915853	0.699509429	0.552131771
Verdalsvassdraget	127.Z	2019	208.290965	582.6308489	413.894417	416.0590308	1941.368745	1483.644225	0.40234861	0.707385354	0.546718089
Vigda	122.2Z	1993	169.3434062	2.909256384	0	208.2836309	5.939920909	0	0.556000771	0.704281894	0.539301219
Vigda	122.2Z	1994	162.6204672	2.901377167	0	189.9175564	7.416084065	0	0.544936634	0.702886686	0.547174608
Vigda	122.2Z	1995	155.8694708	2.869960447	0	209.3954397	6.73418487	0	0.548996259	0.702998906	0.542678623
Vigda	122.2Z	1996	165.8355819	2.883102911	0	206.5194296	6.488214725	0	0.554148456	0.706960269	0.558621555
Vigda	122.2Z	1997	158.5419776	2.851696754	0	195.010031	5.272773496	0	0.548097906	0.696542267	0.548451102
Vigda	122.2Z	1998	162.7252609	2.889740218	0	189.9666163	7.855818299	0	0.543081171	0.692486849	0.554836314
Vigda	122.2Z	1999	166.5467272	2.877352946	0	192.4498603	4.812713358	0	0.537448162	0.70144647	0.552753215
Vigda	122.2Z	2000	160.6408068	2.863516354	0	178.3916873	9.667749451	0	0.548149486	0.704270929	0.550997735
Vigda	122.2Z	2001	175.5518007	2.894528813	0	184.519786	8.614820397	0	0.548010962	0.696415038	0.55350155
Vigda	122.2Z	2002	164.5786565	2.811745666	0	184.5784534	6.878279142	0	0.539783409	0.702936417	0.549478638
Vigda	122.2Z	2003	176.6761808	2.911494603	0	190.4129845	6.967179679	0	0.55245318	0.69790197	0.553196636
Vigda	122.2Z	2004	161.0517714	2.829849198	0	189.6785413	8.257589745	0	0.553792835	0.701379663	0.54677968
Vigda	122.2Z	2005	164.192234	2.861184627	0	190.0211302	7.177491441	0	0.548746132	0.707726872	0.548836237
Vigda	122.2Z	2006	162.8135589	2.934747161	0	183.0809687	7.503374646	0	0.548154927	0.697969256	0.554821606
Vigda	122.2Z	2007	163.6916043	2.903732727	0	198.0225025	7.957522458	0	0.546020843	0.699048146	0.558398371
Vigda	122.2Z	2008	169.0323778	2.907383751	0	191.0878335	7.773425626	0	0.552457486	0.70360726	0.56132428
Vigda	122.2Z	2009	173.151895	2.83782097	0	185.4814328	7.874033945	0	0.55556936	0.700623451	0.548331866
Vigda	122.2Z	2010	171.4460651	2.851183338	0	193.0767473	5.886964117	0	0.567041083	0.70395982	0.557617989
Vigda	122.2Z	2011	166.5366228	2.89383318	0	217.1185497	6.450014583	0	0.555535006	0.700591219	0.556412797
Vigda	122.2Z	2012	167.3653667	2.93481806	0	174.3218943	7.229343469	0	0.54740145	0.695175122	0.548449552
Vigda	122.2Z	2013	164.8101466	2.861120834	0	186.9034286	8.110102658	0	0.548042097	0.696258547	0.54654849
Vigda	122.2Z	2014	170.6079495	2.855880239	0	193.3905813	6.188518465	0	0.548482932	0.692386515	0.548227233
Vigda	122.2Z	2015	171.9060294	2.896189371	0	183.2002117	7.070255982	0	0.547803745	0.703493557	0.547419708
Vigda	122.2Z	2016	165.707695	2.879982597	0	180.5608402	5.505536889	0	0.552358983	0.705719436	0.550805044
Vigda	122.2Z	2017	175.3560696	2.903334528	0	211.4316917	7.935765073	0	0.545584967	0.699157381	0.545120674
Vigda	122.2Z	2018	153.2281357	2.87103565	0	175.5042181	8.67068466	0	0.549564097	0.706712788	0.552500755
Vigda	122.2Z	2019	167.6103746	2.959396954	0	182.8194765	7.089709086	0	0.553900522	0.697848487	0.554894512
S?	119.1Z	1993	25.33332044	0	0	40.93032357	0	0	0.550578482	0.69940615	0.548856662
S?	119.1Z	1994	23.23620055	0	0	42.96274435	0	0	0.549073147	0.693139247	0.552990017
S?	119.1Z	1995	25.75194693	0	0	38.82307619	0	0	0.557947572	0.700384746	0.551831632
S?	119.1Z	1996	24.75612221	0	0	40.44311637	0	0	0.549814345	0.705833578	0.551379774
S?	119.1Z	1997	23.61526444	0	0	49.82210632	0	0	0.541151814	0.68878149	0.539421605
S?	119.1Z	1998	23.56388218	0	0	46.79941284	0	0	0.545171043	0.703948337	0.542407904
S?	119.1Z	1999	23.65362611	0	0	38.46093765	0	0	0.554188529	0.709491477	0.55283746
S?	119.1Z	2000	23.33420331	0	0	46.46863131	0	0	0.542887508	0.698072936	0.5499628
S?	119.1Z	2001	23.62377416	0	0	47.95995545	0	0	0.543762425	0.704177692	0.554164144
S?	119.1Z	2002	25.28020154	0	0	43.60493756	0	0	0.55102772	0.702008936	0.548255679
S?	119.1Z	2003	23.17795208	0	0	42.98815564	0	0	0.54235193	0.696375876	0.550422468
S?	119.1Z	2004	25.04565419	0	0	47.28371065	0	0	0.53900177	0.695744497	0.553532327
S?	119.1Z	2005	25.09804585	0	0	47.01406444	0	0	0.551994837	0.69882388	0.545590697
S?	119.1Z	2006	23.86777692	0	0	39.88922435	0	0	0.553417178	0.6998064	0.553772445
S?	119.1Z	2007	23.23712742	0	0	47.87452679	0	0	0.555836507	0.692105106	0.549085696
S?	119.1Z	2008	24.42827116	0	0	42.4901116	0	0	0.552778634	0.702307358	0.539985442
S?	119.1Z	2009	23.31045269	0	0	33.96436115	0	0	0.547842413	0.705663908	0.560213223
S?	119.1Z	2010	25.86630032	0	0	41.49365775	0	0	0.551227901	0.703148171	0.551187559
S?	119.1Z	2011	24.25533195	0	0	46.73467687	0	0	0.548383123	0.701860317	0.551390556
S?	119.1Z	2012	25.10877413	0	0	44.03113592	0	0	0.548696186	0.700303902	0.55779854
S?	119.1Z	2013	24.66656205	0	0	37.14575762	0	0	0.54893026	0.699129553	0.55139102
S?	119.1Z	2014	26.17857574	0	0	43.00788819	0	0	0.546830504	0.696914005	0.54521304
S?	119.1Z	2015	23.32639345	0	0	37.63936837	0	0	0.548189338	0.698346077	0.546344949
S?	119.1Z	2016	26.45883356	0	0	43.88822973	0	0	0.552106996	0.699066867	0.551520127
S?	119.1Z	2017	21.96185741	0	0	37.65344365	0	0	0.54422365	0.697229808	0.55070016
S?	119.1Z	2018	23.78019207	0	0	46.46456607	0	0	0.556019442	0.703251173	0.553886394
S?	119.1Z	2019	24.5972842	0	0	44.86548618	0	0	0.548963136	0.707333482	0.545553714
Steinsdalselva	137.2Z	1993	400.8278253	77.75132784	0	604.23191	161.2531296	0	0.554652106	0.599173205	0.801753355
Steinsdalselva	137.2Z	1994	366.0995879	75.95326423	0	573.7956313	163.4585206	0	0.549040552	0.598128719	0.791175149
Steinsdalselva	137.2Z	1995	378.4865772	72.46627996	0	630.9581252	155.7398865	0	0.549236597	0.596984352	0.802544116
Steinsdalselva	137.2Z	1996	390.3566504	75.73185266	0	531.2194839	186.2891984	0	0.547968199	0.595813187	0.798840974
Steinsdalselva	137.2Z	1997	383.3709459	71.71089923	0	595.2866603	192.0233182	0	0.542089176	0.600027027	0.805634016
Steinsdalselva	137.2Z	1998	383.6624003	67.72368237	0	513.2516664	169.7155317	0	0.553207303	0.59503997	0.795563467
Steinsdalselva	137.2Z	1999	386.5597558	71.29881319	0	621.5615963	174.5978401	0	0.548073873	0.598921217	0.798605071
Steinsdalselva	137.2Z	2000	391.4758151	72.65228401	0	601.6954282	177.6649613	0	0.560108359	0.59924074	0.808248395
Steinsdalselva	137.2Z	2001	362.8302562	77.24884696	0	620.1018955	184.445721	0	0.548952981	0.595834066	0.800385108
Steinsdalselva	137.2Z	2002	385.9314098	74.02403015	0	722.9233745	202.7562763	0	0.556476564	0.597048673	0.803137155
Steinsdalselva	137.2Z	2003	372.6588563	72.17236044	0	677.7404257	137.3395001	0	0.542530091	0.592038868	0.796523802
Steinsdalselva	137.2Z	2004	379.9309821	62.86771459	0	665.3846359	247.3373397	0	0.54849417	0.599082135	0.78825856
Steinsdalselva	137.2Z	2005	378.4458249	76.64131038	0	571.0264034	253.3434192	0	0.551025206	0.598287635	0.801311482
Steinsdalselva	137.2Z	2006	375.0139752	89.12377126	0	538.7720185	232.9195568	0	0.544561625	0.600722445	0.808140447
Steinsdalselva	137.2Z	2007	387.5616915	74.04141753	0	666.828709	178.2924722	0	0.547278961	0.599511531	0.80538128
Steinsdalselva	137.2Z	2008	376.2329451	74.80715709	0	682.0624999	148.9746951	0	0.547253922	0.60020274	0.796452564
Steinsdalselva	137.2Z	2009	383.2437289	74.77259817	0	535.7845727	178.1333216	0	0.550913295	0.591397788	0.798332837
Steinsdalselva	137.2Z	2010	377.149011	79.91009653	0	633.0349937	178.2426904	0	0.537468603	0.60465698	0.796641518
Steinsdalselva	137.2Z	2011	381.8826524	73.31062386	0	692.5639694	144.3498616	0	0.546359112	0.592088706	0.797237444
Steinsdalselva	137.2Z	2012	388.5740074	74.37112135	0	648.1442284	180.0138192	0	0.549803635	0.600807039	0.802101521
Steinsdalselva	137.2Z	2013	383.8787544	72.9531053	0	492.4089891	226.903492	0	0.554556124	0.604171058	0.797642532
Steinsdalselva	137.2Z	2014	370.0236958	70.28806053	0	597.6559107	172.3727224	0	0.54630268	0.604776847	0.800723645
Steinsdalselva	137.2Z	2015	378.0236414	75.63763432	0	631.0376726	155.5495297	0	0.549805004	0.59041359	0.784321355
Steinsdalselva	137.2Z	2016	383.3926735	74.86202997	0	572.9298688	193.8238373	0	0.559696589	0.598859048	0.800278059
Steinsdalselva	137.2Z	2017	370.4935747	75.80021679	0	617.8417548	254.9934736	0	0.543095065	0.591876521	0.799329572
Steinsdalselva	137.2Z	2018	380.4497017	70.34435005	0	607.8700899	180.1963518	0	0.54857246	0.603459071	0.803956905
Steinsdalselva	137.2Z	2019	369.9540466	79.78761965	0	663.6223138	160.2288791	0	0.548484671	0.598164217	0.800951981
Teksdalselva	134.Z	1993	58.32386768	35.74671852	0	52.19997098	50.164749	0	0.551126456	0.699295702	0.555747171
Teksdalselva	134.Z	1994	61.13011581	38.38618483	0	51.96710045	54.14304937	0	0.549182549	0.701808731	0.551266285
Teksdalselva	134.Z	1995	59.65910494	36.21103958	0	55.17815617	59.74256335	0	0.544778027	0.70890629	0.554640194
Teksdalselva	134.Z	1996	59.36719464	33.31516054	0	52.59872542	46.4413587	0	0.54536041	0.704568028	0.543221694
Teksdalselva	134.Z	1997	61.50900857	38.50686733	0	54.0224999	57.54302527	0	0.545042643	0.711937326	0.537642142
Teksdalselva	134.Z	1998	59.73414345	35.32401343	0	54.82501396	63.32141572	0	0.556382575	0.693893541	0.5474889
Teksdalselva	134.Z	1999	60.4849063	33.99913217	0	45.11587784	57.1248473	0	0.542425606	0.70281333	0.551744476
Teksdalselva	134.Z	2000	60.65998152	35.3595932	0	53.06526042	50.93166263	0	0.548795726	0.699299759	0.545728573
Teksdalselva	134.Z	2001	61.40837932	39.36953318	0	53.95777414	52.63286412	0	0.553270161	0.708443909	0.552077731
Teksdalselva	134.Z	2002	63.0332498	38.13848531	0	56.4708787	60.40384364	0	0.551971288	0.699627604	0.553659656
Teksdalselva	134.Z	2003	60.77319214	37.82469239	0	62.53083453	57.8002306	0	0.549344248	0.70444309	0.557170597
Teksdalselva	134.Z	2004	62.93483448	39.42422804	0	47.17039305	49.93388119	0	0.544680171	0.698403351	0.55232419
Teksdalselva	134.Z	2005	62.11774598	39.04980689	0	53.7126593	52.64681121	0	0.551990176	0.698099195	0.545457452
Teksdalselva	134.Z	2006	62.44340545	30.7831432	0	57.42226428	56.87226512	0	0.549702166	0.701970003	0.55809244
Teksdalselva	134.Z	2007	61.71254311	36.94297238	0	49.11307088	68.66799121	0	0.553925777	0.700441464	0.543863197
Teksdalselva	134.Z	2008	64.32258543	36.38355494	0	59.76688066	54.76228315	0	0.549606342	0.708540113	0.547943513
Teksdalselva	134.Z	2009	63.68880993	35.08933352	0	60.87873858	55.62537921	0	0.559866804	0.697119922	0.554441477
Teksdalselva	134.Z	2010	59.6563941	35.15481563	0	56.19293935	56.77356723	0	0.553002411	0.699114026	0.549531184
Teksdalselva	134.Z	2011	64.61278832	34.6689349	0	57.24494309	54.52281825	0	0.555007411	0.69688157	0.546295365
Teksdalselva	134.Z	2012	62.73721201	39.00620257	0	53.36276913	69.19424063	0	0.553339938	0.701916226	0.548203691
Teksdalselva	134.Z	2013	61.03214044	30.64562172	0	61.34854626	51.11410194	0	0.546923426	0.699911191	0.545513908
Teksdalselva	134.Z	2014	60.06221562	39.79933652	0	55.94682695	56.80960622	0	0.55245932	0.69809199	0.556960468
Teksdalselva	134.Z	2015	59.21981464	35.64234443	0	55.65104077	47.7247874	0	0.546807595	0.701048616	0.556074488
Teksdalselva	134.Z	2016	59.94218735	37.72398289	0	55.17921423	65.37525967	0	0.545796104	0.696737188	0.548560186
Teksdalselva	134.Z	2017	60.9558434	34.2337986	0	56.49219012	39.64482569	0	0.552521774	0.693652653	0.542619158
Teksdalselva	134.Z	2018	63.3223877	36.28598731	0	55.06742894	50.91629688	0	0.546731146	0.700366596	0.537351902
Teksdalselva	134.Z	2019	60.28641546	37.82648797	0	55.02571344	58.92739455	0	0.558546299	0.701345869	0.546669336
?elva_i_Heim	116.Z	1993	50.05130963	0	0	74.31788909	0	0	0.554383319	0.70251028	0.544890724
?elva_i_Heim	116.Z	1994	48.57325073	0	0	60.0924279	0	0	0.547226884	0.70609688	0.552410197
?elva_i_Heim	116.Z	1995	47.02883974	0	0	66.56768333	0	0	0.54958636	0.697024404	0.557896681
?elva_i_Heim	116.Z	1996	47.36137462	0	0	61.16678094	0	0	0.551396385	0.696343904	0.533432974
?elva_i_Heim	116.Z	1997	47.69112677	0	0	73.25275332	0	0	0.551282384	0.693571477	0.551305654
?elva_i_Heim	116.Z	1998	45.81613182	0	0	65.87674702	0	0	0.550995178	0.697035953	0.551281422
?elva_i_Heim	116.Z	1999	46.3793037	0	0	68.64232004	0	0	0.547469314	0.692750128	0.560304369
?elva_i_Heim	116.Z	2000	46.88752706	0	0	61.85885458	0	0	0.555399221	0.692506137	0.548477084
?elva_i_Heim	116.Z	2001	50.14126102	0	0	66.56831829	0	0	0.549553942	0.69266366	0.549440574
?elva_i_Heim	116.Z	2002	47.69337464	0	0	64.12869639	0	0	0.549686179	0.698143938	0.548632253
?elva_i_Heim	116.Z	2003	43.77991521	0	0	62.2898327	0	0	0.547878588	0.698101742	0.533511806
?elva_i_Heim	116.Z	2004	46.06654706	0	0	59.03497151	0	0	0.55472843	0.704089562	0.551763507
?elva_i_Heim	116.Z	2005	45.49977412	0	0	73.67858267	0	0	0.538937706	0.704823239	0.543604429
?elva_i_Heim	116.Z	2006	44.66444305	0	0	67.86367561	0	0	0.543559803	0.701992069	0.54971125
?elva_i_Heim	116.Z	2007	47.89528593	0	0	68.65086622	0	0	0.559798824	0.700288799	0.548401282
?elva_i_Heim	116.Z	2008	47.51161224	0	0	68.54616123	0	0	0.550437362	0.694867701	0.545437198
?elva_i_Heim	116.Z	2009	44.61922848	0	0	67.06444961	0	0	0.544884825	0.703921957	0.557285274
?elva_i_Heim	116.Z	2010	49.29865084	0	0	62.48803094	0	0	0.554615532	0.69042568	0.545739508
?elva_i_Heim	116.Z	2011	46.52173839	0	0	64.74710278	0	0	0.55244132	0.700636316	0.545983794
?elva_i_Heim	116.Z	2012	47.17066081	0	0	69.1409603	0	0	0.556983324	0.699451147	0.545479379
?elva_i_Heim	116.Z	2013	46.03867406	0	0	59.53806697	0	0	0.553996956	0.704767538	0.549009948
?elva_i_Heim	116.Z	2014	50.03436141	0	0	65.25075247	0	0	0.558221159	0.708783361	0.548365326
?elva_i_Heim	116.Z	2015	46.02866547	0	0	69.87961695	0	0	0.553232521	0.700670381	0.545789338
?elva_i_Heim	116.Z	2016	46.97143192	0	0	60.71882409	0	0	0.543517267	0.707089632	0.55074525
?elva_i_Heim	116.Z	2017	49.53227894	0	0	67.2775954	0	0	0.550742563	0.704515221	0.557516948
?elva_i_Heim	116.Z	2018	47.19857885	0	0	64.92699735	0	0	0.54264469	0.70200247	0.541936731
?elva_i_Heim	116.Z	2019	48.28052769	0	0	71.04600529	0	0	0.552621654	0.703569492	0.558899449
Ranavassdraget	156.Z	1993	14.75971416	305.0933811	158.3986044	33.14718011	674.617753	605.8941216	0.102507513	0.698317036	0.545566129
Ranavassdraget	156.Z	1994	14.68841327	322.4495733	142.767889	31.71747202	694.3774754	584.3420114	0.094502758	0.693781916	0.553208133
Ranavassdraget	156.Z	1995	16.69844969	310.6521938	150.991218	31.80092667	676.5462693	563.9907222	0.097665308	0.696943005	0.54466226
Ranavassdraget	156.Z	1996	15.7738323	306.5270959	158.4599661	27.42941522	689.1173784	607.0191789	0.103889515	0.694682049	0.553001978
Ranavassdraget	156.Z	1997	13.15785885	297.8370004	158.3669043	33.72583613	657.6713191	597.9284699	0.096178099	0.697907215	0.550808909
Ranavassdraget	156.Z	1998	13.15921108	319.6598778	160.0609513	35.86585589	672.2092814	650.7724075	0.103356095	0.695709856	0.557704483
Ranavassdraget	156.Z	1999	12.5563418	313.195908	156.036076	31.65443583	696.0402341	519.3864078	0.103122952	0.703720172	0.548130051
Ranavassdraget	156.Z	2000	9.896956614	326.8408144	147.0235015	31.67885266	684.0673964	599.2718531	0.094602816	0.698129196	0.542459254
Ranavassdraget	156.Z	2001	16.45400814	320.8499675	149.1594165	29.927021	708.8948028	614.4456867	0.102880867	0.697535109	0.546866139
Ranavassdraget	156.Z	2002	13.04693809	303.2598791	146.1617351	28.91845536	631.7788425	585.3146979	0.098726842	0.705997781	0.559450619
Ranavassdraget	156.Z	2003	17.38022904	304.6936873	159.4424207	27.89363065	697.4663435	583.4393818	0.09863051	0.699908741	0.561958577
Ranavassdraget	156.Z	2004	10.40776166	300.6503398	140.5777791	30.88953575	656.9988561	556.4719126	0.100669898	0.687508242	0.550353511
Ranavassdraget	156.Z	2005	14.73762089	303.6086552	154.1355979	27.40016188	645.7042831	637.3812585	0.093890723	0.689425408	0.547359214
Ranavassdraget	156.Z	2006	11.77981484	316.0729338	146.2969371	32.21019408	697.362374	595.7927885	0.099512946	0.709025063	0.540120566
Ranavassdraget	156.Z	2007	18.26779875	300.1609926	149.0420273	30.82412062	650.5852422	610.0701798	0.104796338	0.689839175	0.549825696
Ranavassdraget	156.Z	2008	15.7356221	303.6870414	154.5523515	27.36501535	663.9875212	655.5678848	0.09658557	0.692924923	0.547458381
Ranavassdraget	156.Z	2009	13.21088075	315.3571201	151.9688045	32.56474226	664.8966487	639.711851	0.102703066	0.705525965	0.548503965
Ranavassdraget	156.Z	2010	15.72215982	301.5426551	156.7560901	32.92751944	711.2888179	561.3311558	0.106466056	0.694358116	0.542823018
Ranavassdraget	156.Z	2011	13.45150473	320.825895	150.7298816	29.77579117	701.0704427	551.5328736	0.097495122	0.703621637	0.542825522
Ranavassdraget	156.Z	2012	14.43624766	298.1692794	145.453965	36.78175004	626.3269515	471.94001	0.100297848	0.701024108	0.54324172
Ranavassdraget	156.Z	2013	16.89006777	318.362012	159.7479345	38.00772908	601.0535706	626.1137752	0.104669747	0.695861266	0.546285198
Ranavassdraget	156.Z	2014	15.04882714	292.8871474	163.866462	32.22731571	665.6291621	563.9012824	0.105262816	0.685484607	0.562291612
Ranavassdraget	156.Z	2015	16.30272071	301.3687568	160.5461302	33.05844819	732.7586523	695.3867849	0.097151023	0.69468906	0.550654118
Ranavassdraget	156.Z	2016	12.1580356	317.7567392	158.5302038	32.8560397	663.644012	592.2551051	0.094902358	0.695619107	0.545750978
Ranavassdraget	156.Z	2017	13.46322459	305.7628112	149.9105864	27.98623252	723.7004144	658.3255715	0.105405061	0.686884563	0.550567467
Ranavassdraget	156.Z	2018	14.09944575	298.350706	147.0384246	37.458981	733.1036026	607.8300305	0.100833502	0.697680534	0.558766009
Ranavassdraget	156.Z	2019	13.76157062	310.6323009	154.3228701	25.06658255	674.1389767	552.7246099	0.097716932	0.690739094	0.560453803
R?s?a	155.Z	1993	24.84094404	58.16390813	20.46979788	63.83173484	268.9213062	237.8703405	0.292175826	0.705780663	0.548717609
R?s?a	155.Z	1994	27.9000438	57.07690251	23.71751837	57.74882719	293.4073137	262.6743612	0.292519039	0.704296513	0.55007398
R?s?a	155.Z	1995	29.08542093	54.22122841	18.09111149	59.72526869	321.0596119	254.6972053	0.302893697	0.698477521	0.549858749
R?s?a	155.Z	1996	26.66347273	54.28843268	22.37222753	61.90038913	302.9732948	224.8919174	0.305495632	0.701282841	0.549525932
R?s?a	155.Z	1997	28.63589507	53.73286416	18.46252755	58.93675551	311.4751062	215.4749343	0.29840394	0.69877583	0.562246435
R?s?a	155.Z	1998	26.3844699	61.31331649	24.94224982	57.31556267	284.9657907	277.3235138	0.301787469	0.694378121	0.53895412
R?s?a	155.Z	1999	30.10572526	54.06398902	25.95248756	52.82871282	262.1481701	239.8881063	0.300305977	0.697844902	0.554941532
R?s?a	155.Z	2000	29.27078742	52.8425722	22.71005281	56.76370049	278.0408945	249.6844963	0.303345549	0.704958127	0.555134297
R?s?a	155.Z	2001	29.18461322	56.76881983	26.20110226	66.9178218	256.792649	233.6975253	0.303221127	0.692181963	0.549816303
R?s?a	155.Z	2002	26.83416815	51.01736479	20.45809968	52.86949223	322.9758619	222.3330469	0.299623376	0.697560177	0.551143642
R?s?a	155.Z	2003	27.41151203	56.05697725	20.6525216	65.3088586	313.3099858	305.5645573	0.295253742	0.693351103	0.546030627
R?s?a	155.Z	2004	25.4207462	52.0582281	21.4037051	51.52838649	296.961899	167.9403257	0.296748504	0.693521845	0.540077713
R?s?a	155.Z	2005	28.98776454	55.2236163	24.19923065	55.81994939	281.4512341	209.1205506	0.307690059	0.701996128	0.547758907
R?s?a	155.Z	2006	26.89017045	62.56545466	19.29678176	64.71178905	282.5624732	150.5935806	0.29216364	0.703324544	0.549047461
R?s?a	155.Z	2007	24.58699959	53.23900728	25.30060363	64.78377698	264.0781365	199.9084657	0.291210333	0.700110453	0.561387403
R?s?a	155.Z	2008	27.99913347	62.58180543	22.21568648	54.73674331	283.2220245	220.8489221	0.303592846	0.696753589	0.548836458
R?s?a	155.Z	2009	29.91458927	51.29968247	25.29803665	56.02030028	263.292054	222.1989018	0.302167568	0.691446338	0.552048711
R?s?a	155.Z	2010	27.30986865	54.8739503	20.39558071	55.90336372	332.2947155	187.7470399	0.300112127	0.692435963	0.556111787
R?s?a	155.Z	2011	26.48887951	55.39157906	19.801061	57.27003926	294.5093118	227.3890529	0.301424287	0.698802919	0.551565289
R?s?a	155.Z	2012	26.59222611	54.32634879	24.05804016	61.88339148	319.8626682	227.3344448	0.301525888	0.701340561	0.548062481
R?s?a	155.Z	2013	26.96893047	61.44571149	19.45727513	58.2984826	319.7305513	223.2351792	0.299270751	0.708016452	0.54547636
R?s?a	155.Z	2014	26.61140449	54.02947857	27.31845982	68.51809185	265.9850024	150.2979555	0.30557052	0.702821114	0.55410122
R?s?a	155.Z	2015	28.3478542	55.80591771	21.03868608	65.61938278	267.6866602	237.1099897	0.295831868	0.700130597	0.548478531
R?s?a	155.Z	2016	28.48006001	57.99980006	21.13773995	61.22201055	295.5075867	238.9438438	0.300833511	0.68709966	0.553286444
R?s?a	155.Z	2017	28.37249135	60.49842943	25.91123699	65.34052342	326.9240886	170.4674711	0.30165852	0.701515132	0.545560434
R?s?a	155.Z	2018	26.49571598	51.03759255	25.27579605	64.11212704	283.081004	195.3327852	0.304203851	0.701092246	0.551750287
R?s?a	155.Z	2019	29.03801959	59.99904326	21.24979842	55.84069024	260.0118111	174.911488	0.299550097	0.699701303	0.554621776
