Vassdrag	Vdrnr	Aar	FangstHunnU3_Justert	FangstHunn37_Justert	FangstHunnO7_Justert	GytingHunnU3	GytingHunn37	GytingHunnO7	AndelHunnU3	AndelHunn37	AndelHunnO7
Frafjordelva	030.Z	2009	44.88236244	190.2961187	50.71363189	123.0443415	695.598875	192.1386331	0.398974378	0.696702652	0.550951294
Frafjordelva	030.Z	2010	46.0666637	194.9546971	51.04102199	95.39960509	562.7762486	260.6697723	0.396619434	0.699131258	0.546113832
Frafjordelva	030.Z	2011	46.09889108	203.4495442	52.11940153	104.2835096	621.4941649	241.5609796	0.395538064	0.702464204	0.542353665
Frafjordelva	030.Z	2012	46.7301483	193.6663456	55.94097741	109.6540879	533.2606415	175.6813106	0.399379393	0.699661653	0.546965665
Frafjordelva	030.Z	2013	48.58644431	184.9982912	56.12945861	95.39823775	628.4415931	225.8592719	0.408718007	0.700051399	0.559456858
Frafjordelva	030.Z	2014	44.57708313	192.4224649	53.18203087	108.1316852	706.95288	230.4139241	0.40396088	0.697661226	0.548429477
Frafjordelva	030.Z	2015	45.62474273	191.6349927	54.22930841	112.0795556	625.6080897	259.7927531	0.396371315	0.696270561	0.552196433
Frafjordelva	030.Z	2016	45.17625548	184.2799285	53.14762722	81.32125959	553.94649	263.6701059	0.402297123	0.702342112	0.546059984
Frafjordelva	030.Z	2017	45.17802322	195.0745468	53.52901518	93.75432007	653.4759891	174.4290338	0.394984694	0.712753918	0.546214441
Frafjordelva	030.Z	2018	43.94091468	197.9592488	49.95114161	115.5101336	623.1466281	187.9356525	0.398195874	0.701307891	0.542806214
Frafjordelva	030.Z	2019	46.89674263	192.9073292	50.75761918	94.23617815	637.154537	223.3720134	0.402529582	0.694607456	0.535722453
Hjelmelandselva	035.2Z	1993	11.34644546	63.55715436	8.386661654	14.29110526	173.6868718	39.64816889	0.389168987	0.700480532	0.542054112
Hjelmelandselva	035.2Z	1994	12.21514382	62.64895468	8.681779387	17.2087276	139.5418882	44.18177888	0.397294635	0.698171379	0.544283809
Hjelmelandselva	035.2Z	1995	13.40271077	62.77507888	12.42145253	15.74108342	181.1308712	44.27214119	0.390152113	0.709194199	0.554645503
Hjelmelandselva	035.2Z	1996	11.86756567	55.13392772	12.45898683	17.49123154	133.2986825	63.72209487	0.407007184	0.702423377	0.548244519
Hjelmelandselva	035.2Z	1997	11.88960361	63.92845348	8.853029077	14.20925969	145.7387086	42.11711615	0.395511453	0.69561232	0.53740869
Hjelmelandselva	035.2Z	1998	12.90254303	57.81107027	8.922911866	16.48362641	136.9172879	35.72117583	0.395823123	0.704068536	0.550798118
Hjelmelandselva	035.2Z	1999	12.78825708	60.4946141	11.96809324	17.80152333	190.1641416	34.86310793	0.398292678	0.704875766	0.551169588
Hjelmelandselva	035.2Z	2000	12.11743309	60.5863187	13.25601539	14.63347982	112.931016	46.42809087	0.406638255	0.698975653	0.554140705
Hjelmelandselva	035.2Z	2001	12.5832117	61.04300541	9.323037462	13.31438246	138.8822128	73.7910783	0.396268846	0.704766706	0.549414676
Hjelmelandselva	035.2Z	2002	12.51352421	56.15359916	12.76747425	18.00431396	144.5589976	50.21049511	0.401760125	0.706160769	0.548235958
Hjelmelandselva	035.2Z	2003	12.16289547	62.09391488	9.462165255	16.3708966	134.8507294	50.24937202	0.397137136	0.695713277	0.55264881
Hjelmelandselva	035.2Z	2004	12.63133705	58.46773249	11.51662686	16.15566907	132.600436	39.97597222	0.394732035	0.698775193	0.551829011
Hjelmelandselva	035.2Z	2005	13.19420452	58.89032944	8.856311889	17.44462283	139.9304007	62.00126681	0.399398444	0.697000136	0.542314802
Hjelmelandselva	035.2Z	2006	12.05656332	59.5980384	12.77638885	17.59666382	127.7917088	55.85296176	0.398037264	0.695853065	0.562358179
Hjelmelandselva	035.2Z	2007	12.45899203	61.21739393	8.853318299	16.57039106	134.4774666	29.55394055	0.401489817	0.694498781	0.546576799
Hjelmelandselva	035.2Z	2008	12.31470535	61.78166889	8.927658417	20.39864775	124.6578825	49.65196866	0.407867351	0.694176055	0.546749324
Hjelmelandselva	035.2Z	2009	11.94807215	61.04230979	9.99380717	14.10502944	143.1675389	54.01445086	0.399794889	0.68584936	0.558611971
Hjelmelandselva	035.2Z	2010	12.59585049	61.12192656	12.64400954	17.47502493	134.4385681	74.61083282	0.401331702	0.703226061	0.537665314
Hjelmelandselva	035.2Z	2011	12.0482548	61.72960369	8.925602618	20.07891427	118.7055291	44.44578498	0.397512716	0.707577378	0.557181663
Hjelmelandselva	035.2Z	2012	12.07967287	61.86919057	12.64324969	21.14373974	127.0773411	40.51673476	0.393618504	0.700397716	0.549251334
Hjelmelandselva	035.2Z	2013	11.75201478	62.04514454	9.278469011	14.37084851	138.6592483	35.57651662	0.403847272	0.691729677	0.544692781
Hjelmelandselva	035.2Z	2014	12.56910559	62.89314973	9.494178078	17.95561016	135.5626819	53.28962352	0.400100432	0.703790398	0.548596579
Hjelmelandselva	035.2Z	2015	13.63883844	63.23145619	11.52951468	14.09757327	158.6551724	32.41943962	0.406055866	0.701087493	0.547408442
Hjelmelandselva	035.2Z	2016	13.05792272	58.78653559	9.405963428	17.08416293	120.2540459	47.46308291	0.40359915	0.69562878	0.553035645
Hjelmelandselva	035.2Z	2017	13.04324984	60.48305592	11.67917582	16.99551484	110.7314424	50.09070766	0.394074253	0.705291698	0.538198701
Hjelmelandselva	035.2Z	2018	11.3910129	62.1225264	8.717914062	18.31533466	140.0055603	38.06675115	0.394654865	0.702333005	0.559974316
Hjelmelandselva	035.2Z	2019	12.47385922	59.08760705	8.728871538	17.63694124	114.373964	37.40820548	0.402651641	0.699336219	0.547572599
H?andselva	035.7Z	1993	12.47944098	108.5116475	15.44683418	15.84218146	286.5638228	47.09382613	0.300191738	0.704920051	0.553340984
H?andselva	035.7Z	1994	13.05195345	102.0501328	16.13740805	18.75957928	324.8285049	38.8445763	0.290358538	0.697211295	0.544483071
H?andselva	035.7Z	1995	13.86556983	116.691679	14.32069708	21.24483182	218.82218	32.84265121	0.305991151	0.69477229	0.546591491
H?andselva	035.7Z	1996	11.9266152	107.1718651	10.27748955	20.32512334	276.287253	35.10371987	0.292297073	0.693825892	0.554250559
H?andselva	035.7Z	1997	13.64199708	105.758659	17.49697413	15.00357294	330.8509645	59.37908677	0.312515869	0.701739973	0.546829202
H?andselva	035.7Z	1998	12.69023497	111.0975451	13.05792946	22.69911929	225.1837301	34.89062573	0.299928651	0.698197094	0.549030308
H?andselva	035.7Z	1999	13.15139952	110.7986811	15.89665876	24.65333522	293.7753816	50.27091791	0.295742075	0.701187746	0.550536905
H?andselva	035.7Z	2000	11.78396429	99.84086275	13.77609983	14.71705079	344.6001475	39.06323237	0.302426095	0.698165402	0.557394994
H?andselva	035.7Z	2001	11.63254575	104.5974746	15.69890602	22.60152739	333.2167079	49.57287414	0.297321727	0.708327689	0.557851673
H?andselva	035.7Z	2002	12.20245965	103.3267078	12.13167855	20.15526966	285.310608	37.00539389	0.295010706	0.697181063	0.553766977
H?andselva	035.7Z	2003	12.98583847	113.8560623	16.13760372	24.27304561	239.9469078	57.95624339	0.306646345	0.70604061	0.546099815
H?andselva	035.7Z	2004	12.97934128	115.5599668	14.92302063	18.92584938	307.1939633	27.83380163	0.30261122	0.70034111	0.553555305
H?andselva	035.7Z	2005	12.96348672	101.3268537	13.68429915	19.52702761	327.8473411	48.70191496	0.30174322	0.699033642	0.549731328
H?andselva	035.7Z	2006	11.870628	102.7293422	16.45986384	19.46370273	318.5211986	56.00214644	0.297825354	0.696312486	0.560723168
H?andselva	035.7Z	2007	12.82828989	110.8012923	13.12004812	16.10557439	242.9740406	25.3270957	0.296537627	0.698536101	0.556306181
H?andselva	035.7Z	2008	11.71264057	104.7277215	15.69336404	22.41875852	318.8612775	59.16079939	0.296637325	0.697824171	0.552166472
H?andselva	035.7Z	2009	13.33352916	109.7602529	15.9414279	22.16414347	256.8723632	53.18422862	0.312730449	0.701728176	0.550746037
H?andselva	035.7Z	2010	13.52840782	102.0608364	13.57525131	12.98617616	226.0000381	44.49043277	0.303690617	0.692899053	0.550550197
H?andselva	035.7Z	2011	12.75267261	109.4700831	13.51717818	23.03805267	243.4302334	45.57556928	0.29817759	0.704678901	0.54090567
H?andselva	035.7Z	2012	13.8925046	110.1682393	15.46847434	14.89441678	247.7942268	43.49371844	0.303381101	0.699857835	0.548505379
H?andselva	035.7Z	2013	12.24381998	109.3007912	10.23014187	22.99532886	268.9235823	26.37117933	0.304690649	0.696609307	0.547204241
H?andselva	035.7Z	2014	11.57981426	106.8683326	13.95133	17.13505539	281.5307635	45.67786104	0.297059157	0.69111764	0.535260438
H?andselva	035.7Z	2015	11.19539559	111.9578337	11.21349747	20.73866062	196.2797961	38.04092873	0.311442467	0.706733931	0.553350739
H?andselva	035.7Z	2016	12.36141017	116.4085001	14.51717428	17.99494908	263.0510992	58.67451323	0.301021135	0.697185569	0.548479414
H?andselva	035.7Z	2017	12.99305414	118.1064203	17.7579555	21.86227322	305.1529433	41.54820905	0.297752656	0.702938977	0.549152798
H?andselva	035.7Z	2018	12.66741366	104.7802563	18.06727029	20.2018429	262.1001463	45.92768314	0.301021738	0.686368517	0.547820963
H?andselva	035.7Z	2019	12.65594797	112.8074917	14.18452196	24.11188467	283.8823656	50.88507798	0.297524848	0.698127526	0.553500574
J?pelandselva	032.Z	1993	27.74500516	50.42245998	4.813812909	31.44371858	101.3033492	30.36887092	0.402643012	0.70229565	0.545876821
J?pelandselva	032.Z	1994	28.01575179	42.65306453	4.977502724	28.43525221	95.47095114	23.37358679	0.397488199	0.706272029	0.549597196
J?pelandselva	032.Z	1995	28.63981147	42.95179769	5.102266823	31.63945203	114.0870174	31.64250951	0.400456689	0.69637672	0.552676521
J?pelandselva	032.Z	1996	28.38549261	47.71733085	4.984321215	29.61779722	109.3047825	25.32888016	0.386749672	0.701687408	0.550224488
J?pelandselva	032.Z	1997	28.21624082	41.81129098	4.556830454	30.4988822	103.8361687	18.24630161	0.387955642	0.69685485	0.548812463
J?pelandselva	032.Z	1998	27.50330848	40.57066452	5.979220316	28.36590339	107.2459223	25.29432851	0.400985689	0.701253587	0.544605383
J?pelandselva	032.Z	1999	26.50726182	51.28193908	4.13279786	28.62580759	108.3249671	18.18095866	0.397996882	0.706095577	0.54389062
J?pelandselva	032.Z	2000	27.7237181	43.09009522	4.898562588	31.33206089	118.7434729	29.89006854	0.39331427	0.699240755	0.546259338
J?pelandselva	032.Z	2001	28.07219444	49.43175529	4.356063124	31.12938063	110.1073717	17.33371391	0.405105898	0.698710372	0.545198014
J?pelandselva	032.Z	2002	27.453933	50.89004702	4.479552292	26.83726854	106.1390771	23.18720042	0.3996342	0.704738115	0.559173633
J?pelandselva	032.Z	2003	28.29093175	41.39596635	4.858234628	31.19629254	104.6016535	20.19549465	0.399300284	0.69424568	0.539803848
J?pelandselva	032.Z	2004	28.63349163	47.99748431	4.907162521	30.0898696	109.3381682	23.10550023	0.393624889	0.699136932	0.54448623
J?pelandselva	032.Z	2005	28.06518159	42.00433475	4.448493895	32.10542614	105.4550134	22.55421019	0.409089479	0.689667394	0.547748861
J?pelandselva	032.Z	2006	28.21846044	43.78470849	4.517908518	31.72602626	110.8507979	18.08494421	0.401915163	0.699436238	0.547023401
J?pelandselva	032.Z	2007	28.05602573	42.72928459	4.998785843	32.54986938	99.28061753	26.94873737	0.405880247	0.693395559	0.555299871
J?pelandselva	032.Z	2008	28.00259052	42.44322037	4.849211489	31.33027367	102.4115994	26.64266263	0.405589389	0.704428832	0.552445726
J?pelandselva	032.Z	2009	27.92212473	42.55064511	4.251003226	32.49998039	123.2618992	18.82472235	0.407429349	0.706607229	0.550868172
J?pelandselva	032.Z	2010	27.99554081	45.52457384	4.637099104	27.98536941	89.07134824	28.95615234	0.39805221	0.702890497	0.548862891
J?pelandselva	032.Z	2011	27.26421214	41.70904242	4.816497601	30.8166952	99.7945173	31.66072442	0.403931368	0.693698544	0.537727988
J?pelandselva	032.Z	2012	27.21259195	46.10670158	4.529807606	31.48616698	98.57584373	28.21140981	0.400809836	0.700090029	0.555137138
J?pelandselva	032.Z	2013	28.5357691	46.5344791	4.765964459	30.55628864	110.0019236	25.23782757	0.405058655	0.70233305	0.534544649
J?pelandselva	032.Z	2014	27.8707781	43.99314563	0.61920775	31.61791532	107.751925	1.802479494	0.395305504	0.700122175	0.539557999
J?pelandselva	032.Z	2015	28.88316159	39.90306331	5.069275362	29.5499349	138.7896412	25.1155121	0.406043691	0.699171855	0.538278625
J?pelandselva	032.Z	2016	27.96679659	46.60290563	8.207588281	28.2433771	117.4871074	32.83621532	0.389333656	0.693556707	0.552089883
J?pelandselva	032.Z	2017	29.68846039	41.56094636	4.42991212	30.46945945	86.78135449	19.60870955	0.414477111	0.705744907	0.538491135
J?pelandselva	032.Z	2018	29.17067422	41.27214503	5.012976262	33.42616355	94.43012081	29.14150776	0.400294747	0.702126485	0.550469194
J?pelandselva	032.Z	2019	27.98552552	44.97330853	4.308370426	30.80150112	88.79481596	18.06011512	0.395502426	0.70365812	0.538588036
Lyseelva	031.Z	1993	4.515155714	29.86832243	4.232353513	20.52730227	169.0203675	24.7393793	0.397519314	0.69374807	0.55006386
Lyseelva	031.Z	1994	4.218367836	33.37896599	4.681735301	23.5515468	158.5898962	34.96603504	0.403260914	0.695395125	0.547744676
Lyseelva	031.Z	1995	4.758941447	33.07952104	4.282382653	24.03064344	138.0125728	28.64943146	0.406094196	0.694862368	0.541677
Lyseelva	031.Z	1996	4.258955227	30.78055554	4.305011112	22.30596431	153.2667194	29.00732316	0.400732269	0.694662683	0.54922919
Lyseelva	031.Z	1997	4.282708777	29.03624417	4.299201613	21.62038109	149.6428592	33.46309756	0.396204635	0.690252952	0.545832217
Lyseelva	031.Z	1998	4.282854653	34.91072185	4.396083213	23.88041806	138.81546	23.08119075	0.399387863	0.693796725	0.546477383
Lyseelva	031.Z	1999	4.127591906	30.61151632	4.452499138	23.19487283	128.2507212	36.10968673	0.394441065	0.702367487	0.550667528
Lyseelva	031.Z	2000	4.513473511	34.1231591	4.390237547	22.99980215	161.8659776	24.04912652	0.403484927	0.699614355	0.544588527
Lyseelva	031.Z	2001	4.300778459	30.53056389	4.091586735	22.98016448	136.1169156	21.11635239	0.396160249	0.70051007	0.547811902
Lyseelva	031.Z	2002	4.663985704	31.88902911	4.318343347	21.69926738	141.8354767	35.64957471	0.402743832	0.686867957	0.54558218
Lyseelva	031.Z	2003	4.892313465	33.56510162	4.466125549	24.60076917	101.4355758	51.81930587	0.400245823	0.70776701	0.554872313
Lyseelva	031.Z	2004	4.38899812	31.16585739	4.407333238	25.31542142	162.7648953	33.61070097	0.39896954	0.698309649	0.557339563
Lyseelva	031.Z	2005	4.558385093	32.4914036	4.252699243	24.19579824	115.657006	38.79807559	0.394874171	0.705031041	0.550624321
Lyseelva	031.Z	2006	4.553794723	29.3008663	4.218252757	23.5701563	155.8912939	28.78016259	0.395088967	0.704131851	0.544315081
Lyseelva	031.Z	2007	4.469137204	33.80729978	4.519757394	24.46404728	128.2536795	29.72240489	0.397598268	0.700780518	0.553251585
Lyseelva	031.Z	2008	4.500278502	32.03739486	4.437081113	26.3209546	166.6509382	32.42549582	0.403536748	0.703652958	0.546944509
Lyseelva	031.Z	2009	4.365097243	33.12353826	4.247530637	22.82500632	126.9159842	31.20034986	0.387565091	0.700827371	0.553574675
Lyseelva	031.Z	2010	4.514802846	34.22305354	4.499940307	24.1153392	169.2630412	24.73877357	0.399246326	0.707689084	0.555899323
Lyseelva	031.Z	2011	4.114072496	33.5222108	4.407931323	23.85691582	160.4705556	28.00557967	0.40248853	0.697920407	0.553499356
Lyseelva	031.Z	2012	4.131940621	32.80482887	4.547445928	24.04620987	131.3623947	35.52794412	0.403354964	0.695999247	0.55091286
Lyseelva	031.Z	2013	3.995468059	33.08493043	4.520347894	23.63512628	169.0997996	30.75914295	0.393117867	0.698481329	0.551223162
Lyseelva	031.Z	2014	4.629572961	35.30560679	4.219537253	19.95119103	103.526065	35.08357574	0.404427728	0.695333507	0.552724118
Lyseelva	031.Z	2015	4.757181061	33.66495539	4.430198161	23.00714706	179.985311	33.83222923	0.399885672	0.701353237	0.55377477
Lyseelva	031.Z	2016	4.387828123	34.02853155	4.449949666	25.47533321	151.7762212	39.55430303	0.406013426	0.696654551	0.552639208
Lyseelva	031.Z	2017	4.456001971	30.67696383	4.352896467	26.08003879	116.0112453	30.75907836	0.408482619	0.706876098	0.549525959
Lyseelva	031.Z	2018	4.59443245	26.87147449	4.575763141	25.74347252	184.2319069	28.44041215	0.409970324	0.703174014	0.552584052
Lyseelva	031.Z	2019	4.584955328	27.73837954	4.253322164	22.87882611	159.5359898	27.46062054	0.404032078	0.69721619	0.549376924
R?neelva	038.3Z	1993	19.47375933	53.12279058	4.41314312	21.85569394	78.87418199	9.83368054	0.401074281	0.694301807	0.552001445
R?neelva	038.3Z	1994	19.40810066	51.217538	4.146763563	19.99896208	90.94534275	10.81954604	0.397744547	0.69853953	0.546803213
R?neelva	038.3Z	1995	20.3138108	54.65774543	4.453511248	23.16701031	79.78300525	9.660458489	0.403024987	0.700576486	0.54772844
R?neelva	038.3Z	1996	21.76449932	53.33768974	4.110891556	21.00461439	114.9360032	11.90499846	0.395891562	0.698699685	0.551776325
R?neelva	038.3Z	1997	17.78955512	50.70720749	4.592337932	19.09734594	70.51748735	8.968992881	0.392440387	0.706673412	0.553265943
R?neelva	038.3Z	1998	20.28270749	53.68222525	4.264969388	23.51353404	76.92604642	9.621213369	0.39958476	0.696651889	0.544885733
R?neelva	038.3Z	1999	21.55262976	54.25848215	3.867587474	17.3367221	71.01282303	9.192067597	0.405372522	0.698931139	0.546325823
R?neelva	038.3Z	2000	19.80382762	52.39956246	4.245434188	18.99114232	84.49770964	6.114347683	0.399991071	0.699596037	0.544915124
R?neelva	038.3Z	2001	21.11542519	50.7141575	4.442757643	22.12119202	82.11007775	9.076001302	0.400022838	0.700856502	0.555344705
R?neelva	038.3Z	2002	20.08405841	51.17848706	4.349298573	17.35155564	106.5099869	8.655398303	0.393190903	0.698556467	0.54473509
R?neelva	038.3Z	2003	19.7834228	58.15972739	3.906100196	20.04552671	104.3534895	7.438202282	0.403490152	0.71080672	0.546529873
R?neelva	038.3Z	2004	19.72925771	52.33253402	4.205551868	22.65487777	85.01315599	10.00491545	0.398349772	0.696838003	0.54065155
R?neelva	038.3Z	2005	19.67214331	50.97559238	4.400326198	16.93179941	116.135414	6.839358037	0.392270626	0.703799398	0.551724126
R?neelva	038.3Z	2006	18.52881503	52.04695991	4.552569886	21.38073432	117.9787313	10.02170694	0.400194723	0.699734025	0.552150806
R?neelva	038.3Z	2007	19.35662913	51.79490602	4.34756507	20.48593668	87.30608414	7.546136243	0.403968881	0.709248883	0.551012324
R?neelva	038.3Z	2008	18.51854563	53.30252265	4.393491294	21.19512776	132.3462778	9.32763138	0.393949254	0.692536555	0.549186412
R?neelva	038.3Z	2009	18.79396882	55.92480718	4.256038309	19.13026012	105.856276	5.216918436	0.407428377	0.699583425	0.548432242
R?neelva	038.3Z	2010	20.32050821	51.02418036	4.454229163	21.88218755	102.2361318	11.87781953	0.408423153	0.69400607	0.551238251
R?neelva	038.3Z	2011	19.1302904	51.98599712	0	21.31892721	90.54867907	0	0.401827442	0.693146628	0.552831976
R?neelva	038.3Z	2012	19.8556713	54.32376029	4.509206575	17.29435645	69.84907476	7.469446386	0.399978608	0.699356961	0.544847359
R?neelva	038.3Z	2013	19.75387351	56.96812743	4.35562718	21.48631507	122.9320501	14.52541892	0.399447493	0.701548588	0.554535084
R?neelva	038.3Z	2014	21.10355869	51.19813705	4.32967246	20.9668245	87.08542718	7.064205394	0.40459074	0.697075521	0.547391356
R?neelva	038.3Z	2015	18.86375144	52.67261067	4.283956985	18.62375889	86.19222898	11.29518224	0.409417552	0.704740905	0.552671658
R?neelva	038.3Z	2016	20.13271423	50.43265034	4.313494235	22.93570275	96.20581984	10.11942228	0.40000969	0.687226992	0.549716638
R?neelva	038.3Z	2017	20.58027005	53.61044149	4.603936701	21.66713905	100.6168366	8.308187737	0.394348362	0.698334507	0.55483066
R?neelva	038.3Z	2018	20.01454268	53.78439092	4.315087445	20.82264305	106.4995441	11.23758119	0.396389521	0.695773371	0.548068695
R?neelva	038.3Z	2019	19.55755258	48.75682674	4.506971285	23.28542354	112.1426833	10.81433777	0.40194003	0.697638256	0.554992236
Suldalsl?en	036.Z	1993	34.77036148	417.149676	459.0955987	45.4199041	759.5116656	961.6049549	0.104290759	0.698967096	0.547610899
Suldalsl?en	036.Z	1994	32.06703451	418.4469334	442.7627514	41.49518337	620.5950092	619.1484829	0.096366069	0.710323189	0.54785707
Suldalsl?en	036.Z	1995	33.19586862	396.9657299	437.9440447	36.2537481	650.6123586	988.6741524	0.099652092	0.693706754	0.550790539
Suldalsl?en	036.Z	1996	29.14621544	419.6586796	439.6471865	34.82072282	704.3606772	1022.427987	0.090949227	0.707789091	0.553028303
Suldalsl?en	036.Z	1997	30.15054951	395.9714572	427.2884046	32.17305796	739.3677447	783.9806395	0.103477492	0.704926509	0.550909915
Suldalsl?en	036.Z	1998	27.18138153	400.9060451	407.1457159	33.71032505	738.8283401	882.9771079	0.099618074	0.698113266	0.540542842
Suldalsl?en	036.Z	1999	32.40574633	400.3755218	424.439309	39.86627666	604.8728247	859.1868711	0.096614285	0.696012608	0.544052666
Suldalsl?en	036.Z	2000	34.84912016	406.6188514	468.2958324	40.8631783	794.6576117	1070.517763	0.105813573	0.708354076	0.545790391
Suldalsl?en	036.Z	2001	31.93235683	392.8064618	468.7811835	40.27071966	587.8760491	982.3370694	0.106684852	0.703685067	0.551885096
Suldalsl?en	036.Z	2002	30.16287775	408.9784287	472.4820191	33.79592538	683.0272711	926.8839585	0.096456288	0.698625837	0.556800674
Suldalsl?en	036.Z	2003	32.84653601	416.5511356	417.2139809	35.51215412	682.4351	971.9887041	0.101824669	0.702499085	0.559902212
Suldalsl?en	036.Z	2004	30.79759842	396.7005004	438.2435549	45.87797504	740.1317971	882.8982397	0.099864255	0.705805796	0.552892279
Suldalsl?en	036.Z	2005	32.80490813	420.1342168	444.5071708	35.37497937	695.6112924	988.6253304	0.094316302	0.697597197	0.556515572
Suldalsl?en	036.Z	2006	24.499438	416.4240866	509.6246139	25.25858834	712.5993515	985.7632387	0.083861206	0.706895842	0.557161221
Suldalsl?en	036.Z	2007	32.17527561	403.8812257	417.2967706	38.17885829	812.5040123	966.3707985	0.097360383	0.698473001	0.553504964
Suldalsl?en	036.Z	2008	33.42237912	404.9766185	426.3499322	35.67488417	656.4095963	820.3659097	0.098668386	0.704426735	0.54755293
Suldalsl?en	036.Z	2009	28.90539786	407.2636056	422.8101866	41.50746863	751.8114701	833.7000207	0.103694292	0.693196246	0.551896123
Suldalsl?en	036.Z	2010	33.09261236	401.0192171	446.5268857	31.72935524	647.7683014	953.2278191	0.106007	0.695449624	0.551740133
Suldalsl?en	036.Z	2011	30.4614321	382.7824918	408.6736015	35.01321747	618.3055925	823.6245928	0.098547907	0.702392558	0.549485525
Suldalsl?en	036.Z	2012	32.05411806	416.640663	462.7683687	40.14057129	838.3368388	967.524408	0.099513862	0.700904625	0.552444645
Suldalsl?en	036.Z	2013	28.1303788	414.3415406	428.8936864	34.99564961	736.919136	1074.390799	0.099121296	0.699971675	0.54669497
Suldalsl?en	036.Z	2014	28.56769007	416.0012681	451.5009204	31.22809098	745.2808772	923.6915615	0.089549978	0.699959302	0.549113529
Suldalsl?en	036.Z	2015	34.36956016	415.6254865	423.5021361	33.46301451	784.2003551	982.6663128	0.100702873	0.700450031	0.553688265
Suldalsl?en	036.Z	2016	29.85055948	407.0457853	385.8179368	42.62710768	762.3090405	1004.170244	0.098915429	0.704580173	0.545936784
Suldalsl?en	036.Z	2017	35.94350944	415.7312682	444.5165404	32.35478182	702.1187701	665.3487099	0.10062969	0.708028605	0.555256671
Suldalsl?en	036.Z	2018	29.67205845	423.4534469	441.9437426	41.46053926	831.2374111	804.8691012	0.102671483	0.705921567	0.552882244
Suldalsl?en	036.Z	2019	35.45510142	383.0471591	444.0921186	37.3955146	703.708344	1007.108689	0.102154278	0.692773266	0.5447218
Ulla	035.Z	1993	19.39933546	128.0289376	31.14384413	29.23353248	291.160889	90.18723086	0.302732027	0.706828268	0.54812601
Ulla	035.Z	1994	20.40087559	130.9136013	37.22065586	24.10999073	320.710008	112.7102702	0.30318946	0.703519303	0.541626714
Ulla	035.Z	1995	22.67997273	127.1801431	35.03817139	23.5498306	314.5738355	108.6596478	0.299249993	0.698553228	0.551475705
Ulla	035.Z	1996	19.33075815	132.6800415	33.68148205	26.21752981	251.2720863	125.0225051	0.296768803	0.701633343	0.5476047
Ulla	035.Z	1997	18.43322126	133.59813	32.03223828	25.68968392	296.6480775	94.29564677	0.306926191	0.700614223	0.545855018
Ulla	035.Z	1998	18.38826137	126.4204708	39.62833378	26.26721431	247.3823707	136.008081	0.293900871	0.697925098	0.555430869
Ulla	035.Z	1999	18.86666155	127.6636467	34.04684382	32.56419785	248.7309638	98.53574819	0.297046264	0.700454374	0.54450055
Ulla	035.Z	2000	21.34322753	125.3935243	35.58410588	25.69854263	263.0916157	98.52704865	0.295124084	0.702248224	0.549511051
Ulla	035.Z	2001	19.49034234	128.8026961	35.11704041	26.35530204	357.6159577	107.3053778	0.305530184	0.705927963	0.550582067
Ulla	035.Z	2002	19.60117785	122.2501416	35.28693178	26.0068225	278.3011021	73.87494806	0.300777008	0.69628128	0.557804418
Ulla	035.Z	2003	19.31759723	124.9852961	37.85106657	30.67771324	272.9260397	110.6443564	0.307606721	0.70745428	0.556496971
Ulla	035.Z	2004	19.40280322	123.091965	30.58644836	27.93562229	344.5948902	118.0697796	0.296769807	0.703482107	0.53916333
Ulla	035.Z	2005	17.99549235	127.9104331	36.12545483	27.983392	261.3093861	112.4867075	0.295395035	0.702116999	0.546814151
Ulla	035.Z	2006	20.4175317	123.9693707	35.13343817	27.21764753	348.0098925	124.4942734	0.299784845	0.701888502	0.549631521
Ulla	035.Z	2007	21.48340281	124.3530039	35.84004148	29.2737631	323.9032958	135.6258201	0.306804888	0.69424871	0.545310338
Ulla	035.Z	2008	19.65535692	132.6909986	36.56810936	27.38677543	355.2772948	115.6678106	0.305036257	0.692536898	0.555571062
Ulla	035.Z	2009	20.97620552	132.9527545	33.63742848	25.04298561	264.0332045	118.2857455	0.299267745	0.687995718	0.554336405
Ulla	035.Z	2010	18.94990793	129.3441073	37.24250018	31.3197505	283.1004512	107.2065766	0.296659874	0.69960004	0.555474337
Ulla	035.Z	2011	19.23862175	124.3980117	35.65337458	30.42358693	276.3543093	83.64512517	0.302598671	0.698672035	0.556057323
Ulla	035.Z	2012	20.33295693	128.4299763	37.62906044	22.7281009	345.0652523	154.4250844	0.293626076	0.696363633	0.54586103
Ulla	035.Z	2013	20.93605375	133.4054822	32.48716048	27.69944708	295.9539301	75.12177311	0.291814364	0.703894765	0.548131252
Ulla	035.Z	2014	19.68283611	122.9590546	31.42933491	27.99193444	309.462885	89.43375922	0.299695366	0.6973281	0.558131791
Ulla	035.Z	2015	20.12842186	126.6055757	37.17984763	31.69445856	365.4710668	101.8746563	0.297536005	0.704150334	0.553109684
Ulla	035.Z	2016	21.3463793	123.9414255	30.30132876	26.10686851	348.5741809	112.3929228	0.30130224	0.696871804	0.548936407
Ulla	035.Z	2017	20.45837841	133.8875306	36.32011305	27.63376781	266.1934577	159.9457326	0.304675374	0.698147106	0.548176893
Ulla	035.Z	2018	19.50925005	126.5005713	35.27383189	25.25032816	184.0407264	121.7428086	0.299345983	0.69653119	0.548600791
