"Vassdrag" "Vdrnr" "Kommune" "Aar" "GBMkghunner" "ElvebestVillSma025" "ElvebestVillSma25" "ElvebestVillSma50" "ElvebestVillSma75" "ElvebestVillSma975" "ElvebestVillMel025" "ElvebestVillMel25" "ElvebestVillMel50" "ElvebestVillMel75" "ElvebestVillMel975" "ElvebestVillStor025" "ElvebestVillStor25" "ElvebestVillStor50" "ElvebestVillStor75" "ElvebestVillStor975" "ElvebestVillTot025" "ElvebestVillTot25" "ElvebestVillTot50" "ElvebestVillTot75" "ElvebestVillTot975" "OppdrettAntall025" "OppdrettAntall25" "OppdrettAntall50" "OppdrettAntall75" "OppdrettAntall975" "AntOppdr025" "AntOppdr25" "AntOppdr50" "AntOppdr75" "AntOppdr975"
"Enningdalselva" "001.1Z" "Halden" 2018 453 5.29254733444337 6.07464077903273 6.6707900987909 7.373833308897 8.94494802472656 43.5325023348079 52.7400999894008 61.1670972528678 69.5943173119776 87.1549109088692 93.414265607678 113.643496640395 129.623351244626 152.830361779973 209.865988284991 155.106806596478 181.440659371704 199.54551514981 223.679791400062 280.2253763887 0 0 0 0 0 0 0 0 0 0
"Enningdalselva" "001.1Z" "Halden" 2019 453 5.09026852904376 5.83336616103105 6.42022164521555 7.13864504268401 8.7941862376025 77.6940528973863 94.6958784686398 109.274984975899 124.550595425034 157.586154218374 57.3211075652058 69.7632422747752 80.1578351999443 93.4426573730955 130.66293443042 153.324340895754 180.792893862924 199.38725264456 219.500246423148 262.975426885217 0 0 0 0 0 0 0 0 0 0
"Glomma" "002.Z" "Fredrikstad" 1993 959.7517241 337.584810457924 386.859273975087 426.599146234049 485.355687858302 627.654696138559 308.326263342394 356.182557475405 390.4198412939 425.90603443624 490.953964841117 82.3514479051285 106.02224868374 127.370544148631 152.443464650941 219.70149215803 808.633537760317 899.303330984179 958.636267935764 1027.56983827879 1176.66532633536 20 26 29 33 40 71.2633692982745 94.2132916930122 108.389319371625 123.854577612959 156.854610019067
"Glomma" "002.Z" "Fredrikstad" 1994 959.7517241 146.736210316384 169.934565223858 188.358034999858 214.367428108873 274.092249870926 121.75969480588 143.50540844827 158.302306660498 173.283628588745 201.278259448996 35.4164056169121 47.905115439254 57.3419454057785 69.4147010343296 101.377925041322 341.545109806031 383.210934105231 408.854784264184 440.535646038728 511.513185799255 6 10 13 15 20 23.603597431657 37.9621350387587 46.4476888881549 56.3707852631174 76.9173986020692
"Glomma" "002.Z" "Fredrikstad" 1995 959.7517241 218.440172823535 250.876580048805 276.535809487151 313.594221979624 403.170521208602 218.222043805094 253.182570756958 277.86830349694 304.025559801625 347.811490889434 24.2800640943739 36.2891356210374 44.786391946606 54.7432462223742 81.4556360613737 508.606396784013 569.210783752203 607.557571958649 650.607642420549 743.543353254501 11 16 19 22 27 40.5097395115992 58.7051393920956 69.6280009977791 82.2797167210526 107.926616020832
"Glomma" "002.Z" "Fredrikstad" 1996 959.7517241 194.091568149171 222.717201519656 245.551775959676 279.293195199231 357.659225652016 142.767456029778 168.341895022269 185.369198512491 202.961931304329 234.615595329624 46.867123920934 62.0080180556047 74.1487955023944 90.2487264392082 129.223926290147 428.676243604808 479.98456999659 512.607001743541 551.626813079203 634.091723600135 9 13 16 19 24 31.778451565411 48.8081917317117 58.6469552483651 69.6898051593971 93.5283869357494
"Glomma" "002.Z" "Fredrikstad" 1997 959.7517241 97.4698672030077 112.346853070564 124.526591769835 141.737253988948 181.610135461265 118.804219350323 138.7195595909 152.762831799142 166.943584004235 191.937160416136 55.9673859312227 71.3907377923225 84.8696986055212 102.431204793813 145.373581132795 305.62087114122 344.298217324939 368.107950227111 394.841346625439 449.860312610416 2 5 6 8 12 7.1071109892428 17.6022973898278 23.6204813990876 30.2504916684312 45.5410312130534
"Glomma" "002.Z" "Fredrikstad" 1998 959.7517241 180.001761127937 207.543159340168 229.52229868878 258.813056798795 333.128405384761 285.245201870509 328.400974100159 359.932723619185 390.647926980371 445.509691565655 78.9160548737913 101.424623542273 122.378839002342 146.815616547766 212.423439512154 604.731671301833 677.196909800891 721.26172741349 769.274533830743 869.100875095993 13 18 21 24 30.0249999999996 47.0111802970877 67.0603085976051 78.9637546546246 91.6997678568876 118.286340117574
"Glomma" "002.Z" "Fredrikstad" 1999 959.7517241 120.157269618523 138.67925802986 152.872181281885 173.706743438614 224.78993798334 102.491049935089 122.474093442347 134.731299922784 147.654560902459 172.382405548953 56.2704354942323 72.3139062208811 86.5848154285723 103.666641146883 147.60844780832 315.408447106942 355.06850700419 380.278966930353 410.542496744137 473.442731808693 5 9 11 14 18 19.3282692008778 33.3769375452068 41.8219671883807 50.6332504330765 69.6445130752911
"Glomma" "002.Z" "Fredrikstad" 2000 959.7517241 240.812731253006 279.261287320665 307.98665556624 350.444881246662 443.047173003724 370.368131523798 428.776849845597 469.497426750463 509.894226854037 585.399495849786 58.9515143307771 78.3159253412385 93.5310971120522 112.04913288314 164.218441633338 743.778815337191 828.494280787167 883.238450841422 940.208217316716 1061.7698611179 21 27 30 34 41 72.9989039014984 97.3357140982403 111.948509783637 127.955350256367 161.585442722251
"Glomma" "002.Z" "Fredrikstad" 2001 959.7517241 344.637218874525 395.992698542604 435.37427255717 494.962844113468 636.928456884712 416.751898507881 481.111771428118 527.672871907722 572.11516013724 652.526412999389 155.558447563056 196.420253515143 235.860664110666 281.376261820146 400.171996829661 1020.70434454139 1143.10046190575 1216.32113591695 1298.69645414902 1481.59761276658 25 32 36 40 48 89.6962828145764 117.380228961944 133.643565600483 150.529248295067 186.595492749658
"Glomma" "002.Z" "Fredrikstad" 2002 959.7517241 346.676675677596 397.014245219742 438.932123838232 498.309300058084 641.836341051022 248.792484135993 288.680023696025 317.787923017611 346.334582223364 398.620048844892 158.938363695703 201.486905801341 241.011662866394 289.38381632696 414.861165891754 842.700611298652 946.770767936845 1013.47296284477 1095.06696715061 1267.19973695258 21 27 30 34 41 73.3713112249662 97.3036639952057 112.245851637871 127.982509478212 161.582046598965
"Glomma" "002.Z" "Fredrikstad" 2003 959.7517241 236.205809481777 273.414845337637 300.961677626149 343.072813500557 442.822240473117 288.269675143457 332.822882224107 364.546260327493 398.365869593319 458.710127070717 120.832211763139 154.963436052786 185.636897841433 222.39269379068 317.046822213163 724.753624587546 811.570173234302 866.451792152519 928.900592295535 1066.33256482513 16 22 26 29 36 58.3048784466458 81.7463594289511 94.5175767433883 108.511480841757 139.187379048709
"Glomma" "002.Z" "Fredrikstad" 2004 959.7517241 121.469370252179 140.153602832892 155.460910366366 177.541303070952 225.48283328707 82.6044652417222 101.344981967507 112.656516979318 124.695642694264 146.654118926214 73.8181116493342 93.829845086916 112.579056725386 135.061976386295 193.722154334144 316.307884344034 359.255495436839 387.539709894289 419.863126691155 489.292139605138 8 12 15 17 22 28.7704202082377 44.1540145594924 53.7485295544424 64.2382479634538 84.9202788941883
"Glomma" "002.Z" "Fredrikstad" 2005 959.7517241 177.899685467065 204.476269726152 225.690490137865 257.649293626003 332.967079848864 265.772037248618 306.478317307742 336.055844282589 364.807260952409 418.842913388829 99.2650214605094 126.941065232595 151.442419443712 181.414871348296 260.560879817699 604.530072006229 679.90110236189 725.981166956262 774.625885730373 880.906205935031 13 19 22 25 31 48.1482951226123 68.5609407384081 80.4258023688186 92.7192366032869 120.147309403112
"Glomma" "002.Z" "Fredrikstad" 2006 959.7517241 199.978240968686 230.201700166915 254.051281434419 289.266696183545 373.491232651911 157.505144127556 185.453854021838 203.207599679392 221.836290253958 256.677205629879 38.2078851741222 51.2419642553453 61.5395338947759 74.4049986561792 108.707767761463 439.0289195512 493.681078342596 526.388214528009 566.706322522721 652.533795226891 8 12 15 17 22 27.8644137768862 44.3415795040456 53.4527870301868 63.9451029493486 85.9897845751447
"Glomma" "002.Z" "Fredrikstad" 2007 959.7517241 111.265401873239 129.573418051613 143.374342405155 162.387015460262 209.329916303493 219.386596585827 255.444306178788 280.530402002087 305.183070283101 349.86429914405 72.1490614261641 92.6726035026095 110.482845776574 132.71602912157 190.291203263615 451.781513770491 505.960502571662 540.935897130767 579.332515845818 657.997616491506 11 16 18 21 27 38.6094709374888 56.7895627560941 67.3091697958529 79.3780777620245 103.391602791926
"Glomma" "002.Z" "Fredrikstad" 2008 959.7517241 60.3058681546127 73.481423072642 82.2003089329321 93.6362868695925 120.785024489609 368.084033807362 422.224997049714 462.312579765733 503.45578157074 574.990586723514 116.87019710338 146.61966326975 175.564214381519 210.115523256756 296.95717558658 600.276596601237 677.437261205736 729.571510235774 781.707376471433 890.065667788651 10 15 18 20 26 35.7539579627561 53.889683001202 64.633763722404 76.2582988888225 100.335761031468
"Glomma" "002.Z" "Fredrikstad" 2009 959.7517241 20.0120150672058 28.6327873856514 33.0558477670222 38.3670449590533 51.0781358088136 171.511491328666 197.671585184676 217.303021553517 236.300955311023 272.7602392113 54.4639412646757 69.8852489726032 83.3558072929933 99.7483243550026 142.671091146609 273.820164888031 312.906715577676 336.994648093046 362.16371995731 414.561842927683 5 8 10 12 16 15.980988209244 28.2203667320805 35.8938256345145 44.3752124123018 62.0963973636938
"Glomma" "002.Z" "Fredrikstad" 2010 959.7517241 24.3439488104914 45.4977282587869 56.8973255678644 69.7931826743733 99.0613023011348 243.769838680255 292.004757668833 323.081674774011 354.823518778733 418.189081148179 90.0290359391939 120.735428231484 143.814902079279 174.910373718368 252.767409773688 425.174154004891 490.346244144874 529.631601025722 573.884610720184 667.67543955368 83 92 97 103 112 284.153356406129 332.499452498679 360.977045585084 391.568357354828 458.978726950741
"Glomma" "002.Z" "Fredrikstad" 2011 959.7517241 61.3019741257315 73.4819289970455 82.447908943163 93.8401882446204 123.279739303344 329.966354904774 383.830651869853 423.197177572734 471.379789785412 581.398428155163 261.941151690162 319.453870957121 368.279743708597 431.533497955797 608.382460658741 719.425157136102 820.56354720616 888.96302289718 972.614597195769 1157.02134177525 10 14 17 19 25 54.3131233483054 83.7853625450133 101.839441147856 121.001149305122 163.993648379182
"Glomma" "002.Z" "Fredrikstad" 2012 959.7517241 0 5.2168480762134 12.6291989015832 20.2533816892325 36.5944662701534 201.92210360606 251.727315632297 282.162385391743 319.125298015903 404.999026559815 335.227892860018 410.211603388078 474.660339214429 556.5114085269 776.348842029393 607.742794814358 707.277079876304 779.176860873255 867.845159220198 1090.63244321802 40 48 51 55 63 224.317234107709 280.266846237486 311.294309903252 348.348443203178 426.786097618666
"Glomma" "002.Z" "Fredrikstad" 2013 959.7517241 5.89556981044541 14.7835192096503 19.0877251649585 23.4542005820399 33.1946510264951 50.6102247158235 75.2830278400988 88.5996514492462 103.021477149734 134.924516866413 210.672418222695 255.951487101875 294.063673204991 342.840298842889 486.005877559334 307.260836202702 362.546388340538 403.789269094778 455.099236389423 603.262892538288 6 10 12 14 18 35.0024178744438 58.2367172281922 72.5488759816044 88.9579592033483 123.11618288998
"Glomma" "002.Z" "Fredrikstad" 2014 959.7517241 0 13.0492434620422 18.4388893162111 23.6760392997571 31.6981151159286 86.7179620920787 110.359266898478 124.205736048553 140.774016896204 176.546139467187 110.195840293758 137.823450462278 158.867459810805 187.303575218473 259.357124767591 237.923398348378 277.444033929901 304.265285544662 338.445388626678 413.09786595473 3 6 8 10 13 21.2047646769169 40.3584007740289 52.6717235489442 65.7502100475135 94.5415069597511
"Glomma" "002.Z" "Fredrikstad" 2015 959.7517241 81.2588240795917 96.8555742541785 108.933500108475 126.294776302245 170.493165241685 0 7.35835231214642 22.028240285863 37.8185975363614 69.9816957053568 167.081725438237 217.111606486202 259.623246614805 319.793069286642 489.54022592406 288.140859475411 351.240122766094 400.846393147971 462.919769699471 633.957914349621 9 13 15 17 22 58.3197732389357 93.5208043760041 114.947792198255 139.806997690169 197.088993985199
"Glomma" "002.Z" "Fredrikstad" 2016 959.7517241 25.6900720982672 32.0105805275262 36.2143300043075 41.5698217611342 55.7680018855117 186.88324062316 224.208617384466 251.838290339727 287.751781461125 369.654680966634 205.218581777787 261.49497910956 313.608002644455 377.541587297946 579.949468657999 468.77377025192 553.752148105347 612.487222026341 686.03240813633 882.613049952617 0 2 3 4 7 0 12.3443440784077 21.8870144044675 33.226488151622 59.7341058888406
"Glomma" "002.Z" "Fredrikstad" 2017 959.7517241 164.662200082111 183.895486327357 197.547611371797 213.466859912199 246.072959652973 90.5272614852803 110.243136631026 124.746196634011 142.913696251925 185.861484212984 253.963531223042 319.670220890576 381.422910044436 459.860893520392 713.372790091631 564.317805065384 644.806911862548 711.291536504151 794.711096760421 1038.60237080143 0 1 2 3 5 0 5.97664626890732 13.3162694006771 22.1915699865456 44.8719936161195
"Glomma" "002.Z" "Fredrikstad" 2018 959.7517241 150.931001081845 173.143190297534 189.895664579799 210.894685599017 256.960997617042 81.2205449093998 98.8045496837153 111.703326974668 127.275471555029 167.685375637831 69.8864955554262 90.2424745884244 106.616014920458 128.652339723836 199.966118608228 343.08651869471 388.404197046336 417.26873696801 450.634910308172 533.955355921962 0 0 1 2 4 0 0 8.04636919479125 15.5946957298407 34.7020289455709
"Glomma" "002.Z" "Fredrikstad" 2019 959.7517241 94.7631627828675 109.293953381716 120.714672175652 138.042748647592 177.808655997274 184.352014169778 212.48126092295 234.597115264957 256.212579976758 292.950743027742 348.613127591377 448.016296060021 533.172539900806 641.085941554316 936.937825668298 695.556613718912 806.895516414744 893.389216092384 1008.1788769796 1301.90749735559 0 0 0 0 0 0 0 0 0 0
"Numedalslågen" "015.Z" "Larvik" 1993 12295.69655 4132.71326994099 4600.92144222893 4973.00476331844 5469.67450624889 6567.22513440112 5086.73351925762 5634.43813965274 6019.60502205426 6363.8395103456 6978.48562434394 1054.12770056148 1256.36806400207 1413.75558612204 1592.30638280288 1959.28695177971 11014.8988838064 11916.8118238924 12492.802516844 13082.1584983267 14333.0587635484 165 182 191 201 218 424.022263048447 479.938523634829 514.990364060813 549.316107463829 619.191079872691
"Numedalslågen" "015.Z" "Larvik" 1994 12295.69655 3803.42197049803 4244.67928511938 4573.26040909078 5049.85027717542 6045.45376399545 4316.10366393998 4765.5577832448 5089.9606336751 5396.20656528185 5938.26200700345 1569.72852261857 1855.83573797249 2092.45533315368 2346.6737539811 2903.96364451183 10431.9010099035 11308.793314243 11850.0496377221 12431.2165727559 13598.4922276503 155 171 179 188 206 395.243965622698 449.068091097283 479.60257330539 512.728597040675 584.28577481002
"Numedalslågen" "015.Z" "Larvik" 1995 12295.69655 5130.19083384019 5744.04497926364 6187.76035731916 6792.20663194053 8114.52269562635 4832.4297593467 5351.76772214588 5722.47718563205 6060.89000055593 6612.1792913067 1157.29165031125 1371.87020777391 1548.00264986718 1730.96218648099 2143.5164270647 11958.7194071606 12897.0639959055 13551.1222844952 14212.0769694319 15627.8142870659 0 0 0 0 0 0 0 0 0 0
"Numedalslågen" "015.Z" "Larvik" 1996 12295.69655 2488.54015132826 2773.87740646142 2986.47635401752 3293.65260285598 3967.3070248943 3829.47500334415 4240.76973109921 4536.23845497234 4818.42713789935 5272.1913263541 969.32532939991 1157.11505478641 1302.27725206558 1459.07641997181 1814.9240959913 7829.01258213912 8510.12420708392 8896.68924322058 9308.32517118273 10109.6967388494 462 489 503 518 543 1159.43988116454 1278.87582985198 1348.01307794406 1419.93795106955 1561.66513993377
"Numedalslågen" "015.Z" "Larvik" 1997 12295.69655 3942.40262985766 4398.66587414092 4731.73120193197 5228.67812001303 6303.42953936269 1898.91154318642 2100.84714140207 2246.08668264244 2382.7732813127 2613.89302736522 599.598605336277 710.839455201813 803.225226638307 900.932411387717 1117.74695397571 6861.34940375039 7425.84805418273 7815.76226658396 8316.86376221968 9451.00782760199 109 123 130 138 153 280.960771646126 324.50899759727 350.670248857916 376.313548836279 427.119645870333
"Numedalslågen" "015.Z" "Larvik" 1998 12295.69655 2626.92897022026 2938.05876093691 3173.05677780301 3482.4452825241 4195.04412422023 4251.53456819008 4705.01931168091 5038.09233090981 5334.37262002746 5830.45390331808 565.558990404293 674.292421004814 761.232651137067 855.840306935654 1050.80873639511 7926.19540949216 8603.24389081494 9035.19881195502 9451.6129455038 10245.6301442453 156 173 182 190 207 401.103105255685 454.381252735271 486.045079660846 518.195771589076 586.347410286408
