VdrNr;Vassdrag;Aar;RegionNr;Region;Gyt_vekt_u3;Gyt_vekt_37;Gyt_vekt_o7;Gyt_ant_u3;Gyt_ant_37;Gyt_ant_o7;Fangst_elv_vekt_u3;Fangst_elv_vekt_37;Fangst_elv_vekt_o7;Fangst_elv_ant_u3;Fangst_elv_ant_37;Fangst_elv_ant_o7;Innsig_elv_vekt_u3;Innsig_elv_vekt_37;Innsig_elv_vekt_o7;Innsig_elv_ant_u3;Innsig_elv_ant_37;Innsig_elv_ant_o7;Andel_region_vekt_u3;Andel_region_vekt_37;Andel_region_vekt_o7;Andel_region_ant_u3;Andel_region_ant_37;Andel_region_ant_o7;Sjofangst_vekt_u3;Sjofangst_vekt_37;Sjofangst_vekt_o7;Sjofangst_ant_u3;Sjofangst_ant_37;Sjofangst_ant_o7;Innsig_sjo_vekt_u3;Innsig_sjo_vekt_37;Innsig_sjo_vekt_o7;Innsig_sjo_ant_u3;Innsig_sjo_ant_37;Innsig_sjo_ant_o7;Innsig_total_hunn;Overbeskatning;MaxSustExp
016.Z;Skiensvassdraget;2012;23;Østlandet;1060.15099353438;1523.8661736989;209.717300661418;560.778768719718;349.150228823209;23.6408593472872;388.407251861153;478.514525488122;57.3174530521013;205.452375924641;109.637879594025;6.46124016223688;1448.55824539553;2002.38069918702;267.03475371352;766.231144644359;458.788108417234;30.102099509524;0.13419961467531;0.0587822589161643;0.0101366810693873;0.136192896811758;0.0642639598557332;0.0104180290203678;333.284743046133;276.30600803543;12.6708513367341;154.442744984534;71.0759396004409;1.48456913540241;1781.84298844167;2278.68670722245;279.705605050254;920.673889628893;529.864048017675;31.5866686449264;2724.11500399596;0;0.450830821090321
001.Z;Tista;2012;23;Østlandet;20.7142857142857;81.4761904761905;70.4285714285714;12.4285714285714;19.3333333333333;8.28571428571429;15;59;51;9;14;6;35.7142857142857;140.476190476191;121.428571428571;21.4285714285714;33.3333333333333;14.2857142857143;0.00330869911271836;0.00412384508274598;0.0046094475874974;0.00380879743376835;0.00466910967370365;0.0049441397254755;8.21715424643606;19.3841338114475;5.76180948437175;4.31917628989331;5.16403529911624;0.704539910880258;43.9314399607218;159.860324287638;127.190380912943;25.7477477184647;38.4973686324496;14.9902541965945;201.899108548395;0;0
009.Z;Åroselva;2012;23;Østlandet;9.17277739809222;37.6525990530626;2.10967801507734;4.91550358402054;8.34118669812455;0.229303656473736;29.7774068044216;31.8355196732499;1.01410802193375;15.9571025783766;7.05252810973737;0.11022472425975;38.9501842025138;69.4881187263125;3.12378603701109;20.8726061623971;15.3937148078619;0.339528380733486;0.00360848431751008;0.00203990609189635;0.000118579407158955;0.00370997801007847;0.0021562482817087;0.000117507302857756;8.96167080253628;9.58857858495877;0.148224258948694;4.20711506342898;2.38481059956982;0.0167447906572302;47.9118550050501;79.0766973112713;3.27201029595979;25.0797212258261;17.7785254074317;0.356273171390716;75.957459856636;0.181663640071401;0
023.Z;Audna;2012;22;Agderkysten;598.478039091915;458.640842777464;53.4969749873351;330.093504251901;111.188807787677;6.71276089070779;900.183882608127;541.414647419433;43.7350733276508;496.500845264204;131.255752978287;5.48784468384603;1498.66192170004;1000.0554901969;97.2320483149859;826.594349516106;242.444560765964;12.2006055745538;0.108288302967434;0.0649596690611478;0.0278919660796036;0.109552185748211;0.0678830669907436;0.0283144765212312;467.8596129708;367.346928540791;94.6932248402542;211.161838029677;82.9870493961841;10.1082681180795;1966.52153467084;1367.40241873769;191.92527315524;1037.75618754578;325.431610162148;22.3088736926334;1852.067001341;0.511862088165289;0.346675903666611
025.3Z;Feda;2012;22;Agderkysten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
025.Z;Kvina;2012;22;Agderkysten;352.829078206042;620.598324821433;486.53599723289;184.052727285363;137.610241212648;60.7499959820722;277.230441966592;380.64949104855;143.107935998252;144.616818970575;84.4044628959229;17.8687837823745;630.059520172633;1001.24781586998;629.643933231143;328.669546255938;222.014704108571;78.6187797644467;0.04552599570327;0.0650371178446363;0.180619533705786;0.0435600209489567;0.0621628259438683;0.182454024938814;196.695064435978;367.784901411418;613.203316931144;83.961940379114;75.994054716379;65.1360869031565;826.754584608611;1369.0327172814;1242.84725016229;412.631486635052;298.00875882495;143.754866667603;1971.22325472327;0.550663243253333;0.0488139811118349
024.Z;Lygna;2012;22;Agderkysten;400.009051905304;380.012767646377;73.6016992722482;209.619553924696;86.4901482734616;9.25626423132068;463.395013199292;282.805776129927;31.3158750493226;242.836144569949;64.3660308088125;3.93833317651198;863.404065104596;662.818543776304;104.917574321571;452.455698494645;150.856179082274;13.1945974078327;0.0623866928435073;0.0430540841716927;0.0300966345443174;0.0599659443030781;0.0422388527845549;0.0306212766430521;269.541706430373;243.470845990922;102.178074277957;115.584357644183;51.6369975291183;10.9317957615696;1132.94577153497;906.289389767226;207.095648599528;568.040056138828;202.493176611392;24.1263931694023;1207.85567641387;0.391181813585955;0
022.Z;Mandalselva;2012;22;Agderkysten;3162.72396406402;3805.98548274096;751.635414080066;1681.33111868254;898.333904801151;90.742400210501;2318.40172081236;2766.7522623128;481.16664163486;1232.4821903838;653.041735101659;58.0896205065215;5481.12568487638;6572.73774505376;1232.80205571493;2913.81330906634;1551.37563990281;148.832020717022;0.396047827847112;0.426939177805368;0.353641352997874;0.386180497189844;0.434376156588597;0.345400950014207;1711.12464021345;2414.34105048936;1200.61239342778;744.362908333425;531.02485142956;123.308139155072;7192.25032508983;8987.07879554312;2433.41444914271;3658.17621739977;2082.40049133237;272.140159872095;11552.3937522653;0.0683617141804074;0.553772134975131
019.Z;Nidelva;2012;22;Agderkysten;604.964713164031;446.551287259298;33.0463159417987;385.096986586854;101.749082827525;4.26954986328149;232.060117003974;111.378457563106;8.09926539566974;147.720436945538;25.378173184416;1.04641671778679;837.024830168004;557.929744822404;41.1455813374684;532.817423532392;127.127256011941;5.31596658106827;0.0604806174682002;0.036240920567216;0.0118030132952919;0.0706166372742263;0.0355948923289661;0.0123369950800833;261.306507771359;204.942405807607;40.0712301375159;136.113568346071;43.514755872161;4.40430724358973;1098.33133793936;762.872150630011;81.2168114749843;668.930991878464;170.642011884102;9.72027382465801;1180.72205050462;0.329255564049948;0
021.Z;Otra;2012;22;Agderkysten;1842.59129944662;2480.47396811777;581.744151612126;1007.51881814579;568.909744164049;75.071701392722;1508.08253598466;1796.42638906371;320.426008385891;824.611260662029;412.019835945827;41.3496647166054;3350.67383543128;4276.90035718148;902.170159998017;1832.13007880782;980.929580109876;116.421366109327;0.242108495707052;0.27781061604423;0.258796353021156;0.242820259811766;0.27465457748124;0.270184132839059;1046.02975570232;1571.01903373012;878.613618506826;468.036050787179;335.765220970816;96.4557354235439;4396.7035911336;5847.9193909116;1780.78377850484;2300.16612959499;1316.69480108069;212.877101532871;6813.48860816943;0;0.656416832165372
022.1Z;Songdalselva (Søgne);2012;22;Agderkysten;21.8398283111848;8.61083838876721;0;12.243540113846;2.17360969036842;0;5.11548962619006;0;0;2.86777448740958;0;0;26.9553179373749;8.61083838876721;0;15.1113146012556;2.17360969036842;0;0.00194770120807152;0.000559326174953768;0;0.00200276900642441;0.000608598071892579;0;8.41504306947302;3.16298951936356;0;3.86033725988306;0.744011142888678;0;35.3703610068479;11.7738279081308;0;18.9716518611387;2.9176208332571;0;27.6893628052359;0.0172562739306545;0
020.Z;Tovdalselva;2012;22;Agderkysten;640.677325293345;572.994978168804;115.092690552311;356.599636967528;130.694868271328;14.0081405854795;248.632952715375;241.05625835632;70.0884915970785;138.388572805931;54.9827086313089;8.5305977208851;889.31027800872;814.051236525124;185.181182149389;494.988209773459;185.677576902637;22.5387383063646;0.0642585892272616;0.0528775647370115;0.0531210371539153;0.0656029651449001;0.051988641657867;0.0523066312318741;277.629234756384;299.0226285878;180.345921137542;126.449715316795;63.5561144267424;18.673467349779;1166.9395127651;1113.07386511292;365.527103286931;621.437925090254;249.23369132938;41.2122056561436;1620.25471856518;0.216041678528669;0
018.Z;Vegårdsvassdraget;2012;22;Agderkysten;74.475874560815;116.002613278452;108.971512160733;39.9100961942988;25.6980787292347;11.8442558586421;0;0;0;0;0;0;74.475874560815;116.002613278452;108.971512160733;39.9100961942988;25.6980787292347;11.8442558586421;0.00538137784875297;0.00753507324609848;0.0312595463481749;0.00528946063334008;0.00719531258774661;0.0274874802215088;23.2502429955372;42.6108392066869;106.126159852054;10.195435370763;8.79626963852023;9.81303043907862;97.7261175563522;158.613452485139;215.097672012787;50.1055315650619;34.4943483677549;21.6572862977208;305.961906891636;0.19755646935325;0
026.Z;Sira;2012;22;Agderkysten;49.8636436490159;77.666935836356;72.9594205146281;26.7209056136082;17.2055695589389;7.93005462380752;138;307;111;82;66;14;187.863643649016;384.666935836356;183.959420514628;108.720905613608;83.2055695589389;21.9300546238075;0.0135743991793384;0.0249864503476459;0.0527705628538808;0.0144092599392535;0.0232970755645237;0.050894032510171;58.6481916543315;141.298376715938;179.156060888925;27.7738485329111;28.4806748776302;18.169169606131;246.511835303347;525.965312552294;363.115481403554;136.494754146519;111.686244436569;40.0992242299386;681.355577555517;0.262;0.760771019759182
027.Z;Bjerkreimselva;2012;21;Jæren;5491.08397759335;4154.94414844543;205.512133106551;3125.34723853018;1061.3035220858;25.7143926837304;6075.41060812086;3111.42798482163;130.595844507453;3457.92704036362;794.756646787426;16.3406061616175;11566.4945857142;7266.37213326707;336.107977614004;6583.2742788938;1856.06016887323;42.0549988453479;0.460432692249951;0.359127562724804;0.179330001800153;0.472558760804155;0.373218568544611;0.183667690946068;840.750096048411;780.384193800999;658.320436608363;388.443301381016;179.518131469958;72.3650702327507;12407.2446817626;8046.75632706806;994.428414222367;6971.71758027482;2035.57830034318;114.420069078099;13111.857391944;0;0.670603494921047
028.Z;Figgjo;2012;21;Jæren;1612.48517692573;3272.72424692704;544.101583454241;839.799580014268;768.480859937362;67.4986992164822;2090.59994195045;1961.74400753531;183.727596658849;1088.8068791895;460.644590910232;22.7923868662768;3703.08511887618;5234.46825446235;727.82918011309;1928.60645920377;1229.12545084759;90.291086082759;0.147410387674479;0.258704315153237;0.38833237195512;0.138438691725505;0.247153863339234;0.39433018069545;269.171367893598;562.164476827985;1425.56813744725;113.796604598365;118.881008266171;155.366091194007;3972.25648676977;5796.63273129034;2153.39731756034;2042.40306380214;1348.00645911376;245.657177276766;7503.87508653578;0;0.700687981329806
027.7Z;Fuglestadelva;2012;21;Jæren;272.730653192775;369.145528579714;29.7997337127012;151.826305358754;91.7682524052249;3.23897194426399;286.555118186685;150.885436199975;7.34421703617539;159.522240593813;37.5095774469925;0.798252533465389;559.28577137946;520.030964779689;37.1439507488766;311.348545952566;129.277829852217;4.03722447772937;0.0222637421861063;0.0257016086566419;0.0198181096501986;0.0223491346130338;0.0259953246188615;0.0176318563313318;40.6535932318301;55.8495956108828;72.7522805258791;18.3709886519138;12.5037511416724;6.94695139454472;599.93936461129;575.880560390572;109.896231274756;329.71953460448;141.78158099389;10.9841758722741;792.501664598615;0;0.511672949991837
027.3Z;Hellelandselva;2012;21;Jæren;44.6631409371553;69.5667032644661;65.3501557983786;23.9340626968515;15.4111236540189;7.10299371212207;132;231;22;72;56;3;176.663140937155;300.566703264466;87.3501557983786;95.9340626968515;71.4111236540189;10.1029937121221;0.00703250972023036;0.0148549765412393;0.046605569161933;0.00688631217026399;0.014359425300579;0.0441230193245711;12.8413627491406;32.279864024113;171.089044393456;5.660548603957;6.9068835695785;17.384469613881;189.504503686296;332.846567288579;258.439200191835;101.594611300809;78.3180072235974;27.4874633260031;468.474162700026;0.124;0.737445499040767
028.3Z;Håelva;2012;21;Jæren;1721.07640437596;2022.11526897279;198.970700710656;872.451936616565;485.243468919449;25.6185451558785;2074.10856563017;1014.47055146866;54.1260229814132;1051.41179684767;243.440726186368;6.96901583451673;3795.18497000613;3036.58582044145;253.096723692069;1923.86373346423;728.684195105817;32.5875609903952;0.151076648190777;0.150077871694347;0.135039448446048;0.138098250707348;0.146524599137093;0.142320348234467;275.865959596359;326.119215191817;495.729815245441;113.51676208144;70.4783321849418;56.0742172043801;4071.05092960249;3362.70503563327;748.82653893751;2037.38049554568;799.162527290759;88.6617781947753;5002.07637583168;0;0.635951180434099
028.1Z;Kvassheimelva;2012;21;Jæren;85.5117641669865;24.7142941574011;0;54.4853718586109;5.47496180512627;0;53.1240436967335;4.96375178792731;0;33.8489481961487;1.09962078123485;0;138.63580786372;29.6780459453284;0;88.3343200547596;6.57458258636112;0;0.0055187384374674;0.00146678481521541;0;0.0063407895605056;0.00132202411474066;0;10.0772163868155;3.18732340346308;0;5.2121290187356;0.635893599190256;0;148.713024250535;32.8653693487915;0;93.5464490734952;7.21047618555137;0;105.089610941142;0.0371862102985073;0.362448871967704
028.22Z;Nordre Varhaugselva;2012;21;Jæren;91.0588566160011;26.242225631594;0;62.5503374376758;5.81344472552767;0;66.6432962341462;7.15313862072374;0;45.7787503854109;1.58463602018381;0;157.702152850147;33.3953642523177;0;108.329087823087;7.39808074571148;0;0.0062777210737719;0.00165050668342933;0;0.00777604841178275;0.00148761400745327;0;11.4631186807075;3.58655102309193;0;6.39191179448542;0.715542337585021;0;169.165271530855;36.9819152754096;0;114.720999617572;8.1136230832965;0;118.719198919607;0.0640579287671233;0.385103667609537
027.6Z;Ogna;2012;21;Jæren;1110.57189368356;1182.82182639262;83.6775392461942;616.555591195075;294.445990773832;9.67836598510198;2132.08465198755;1066.0836408473;59.5792563553966;1183.66827087981;265.385746925558;6.89109471098563;3242.65654567111;2248.90546723992;143.256795601591;1800.22386207488;559.83173769939;16.5694606960876;0.129081898781098;0.111148166435185;0.0764344886886942;0.129223167893762;0.112571565983688;0.0723641581221605;235.703547174285;241.524965663658;280.591007976196;106.221444008672;54.1469232381542;28.5114783001313;3478.3600928454;2490.43043290358;423.847803577787;1906.44530608356;613.978660937544;45.0809389962189;3893.06236963965;0;0.701520322648323
026.4Z;Sokndalselva;2012;21;Jæren;631.11211605919;880.501128175476;171.738577613011;375.018781825886;217.120212436952;19.7750355090269;916.776377063242;652.62270704961;117.719510843068;544.765900359868;160.928335309925;13.554948104162;1547.88849312243;1533.12383522509;289.458088456079;919.784682185754;378.048547746876;33.3299836131889;0.0616174987944348;0.0757719280270521;0.154440010297853;0.0660237278908238;0.0760184072675369;0.145562746345952;112.513552798638;164.652399602784;566.94927780342;54.2715043262572;36.5648538956853;57.351722060305;1660.40204592107;1697.77623482787;856.407366259499;974.056186512011;414.613401642562;90.6817056734938;2325.54163547075;0;0.629763670162925
028.21Z;Søndre Varhaugselva;2012;21;Jæren;134.078714985639;22.9197278645546;0;98.506811009857;5.07741122781555;0;99.2485174333365;7.35509120043708;0;72.917278114288;1.62937460965496;0;233.327232418975;30.2748190649916;0;171.424089124145;6.70678583747051;0;0.00928816289168437;0.00149627926884835;0;0.0123051162228196;0.00134860768620211;0;16.9601854402157;3.25141485120746;0;10.1148055351577;0.648680297063214;0;250.287417859191;33.5262339161991;0;181.538894659303;7.35546613453373;0;161.844567479354;0;0.548949951568116
030.4Z;Espedalselva;2012;20;Indre_Rogaland;401.668729848444;2362.7414819921;1419.25807235654;190.688745758847;461.101274287535;162.711995236381;228.982186139281;923.632486044115;472.876733778072;108.707306870748;180.251677779503;54.2133374842372;630.650915987725;3286.37396803621;1892.13480613461;299.396052629595;641.352952067039;216.925332720618;0.136869023006818;0.211986334955655;0.200004046792623;0.128669888811979;0.196554944520722;0.199183510785959;416.081829940725;1559.15949359884;4431.48966478414;172.288981119239;297.780740948894;457.325340764561;1046.73274592845;4845.53346163506;6323.62447091875;471.685033748835;939.133693015932;674.250673485179;7056.45030023036;0;0.908169125774351
030.2Z;Dirdalselva;2012;20;Indre_Rogaland;261.345121425677;1104.44369473126;479.286713862943;127.853157360664;238.547973329128;55.6377590867879;249.470626571475;1091.96558780271;145.493502948755;122.044012537563;235.852836281408;16.8895407104286;510.815747997153;2196.40928253397;624.780216811698;249.897169898226;474.400809610537;72.5272997972165;0.110861414123797;0.141678566832485;0.0660410512576458;0.107397010691431;0.145389250198443;0.0665954594618088;337.018698936343;1042.04585905292;1463.27157271566;143.804597315826;220.264714050641;152.903174924313;847.834446933495;3238.45514158689;2088.05178952736;393.701767214052;694.665523661178;225.43047472153;3792.29724129954;0;0.918255352817816
030.Z;Frafjordelva;2012;20;Indre_Rogaland;274.561206266343;762.169313143706;321.19257540599;140.286747727329;156.494254086111;39.2896116704575;117.006909016961;276.800000070891;102.275117049623;59.7845520524617;56.8346282054549;12.5107176819111;391.568115283304;1038.9693132146;423.467692455613;200.07129977979;213.328882291566;51.8003293523686;0.0849813169548935;0.0670183305314357;0.0447617431392628;0.0859836048973645;0.0653787380074355;0.0475637000569322;258.343203542876;492.919821058709;991.785942736646;115.132046957571;99.0487880812648;109.206255330716;649.91131882618;1531.88913427331;1415.25363519226;315.203346737361;312.37767037283;161.006584683085;2105.46041763163;0;0.886485636111438
035.2Z;Hjelmelandsåna;2012;20;Indre_Rogaland;53.7163256430648;181.43597301508;73.7672031944487;25.0185626282768;42.8052697729949;8.01785357738964;30.6887830405453;88.3343693970584;23.0190605053678;14.293405799706;20.8402801794669;2.50197172494946;84.4051086836101;269.770342412139;96.7862636998165;39.3119684279828;63.6455499524617;10.5198253023391;0.0183182874541878;0.017401435966782;0.0102305841799118;0.0168949007917165;0.0195054026017632;0.00965943308831306;55.6875938607308;127.987561535682;226.679053674305;22.6222721601084;29.5506849416713;22.1780583707668;140.092702544341;397.757903947821;323.465317374122;61.9342405880912;93.196234894133;32.6978836731059;511.395564513291;0;0.810322954028126
035.7Z;Hålandselva;2012;20;Indre_Rogaland;49.0947416661923;354.063660371824;79.2949715813088;26.1589489372671;81.7414522680049;9.79706212587599;45.792254541261;157.415168896409;28.2011351797518;24.3992983283598;36.3418954125169;3.48431013803883;94.8869962074533;511.478829268233;107.496106761061;50.5582472656269;118.083347680522;13.2813722639148;0.0205931524679154;0.0329927523399818;0.011362645143971;0.0217281557223633;0.0361889124815941;0.0121951195021971;62.6031835024629;242.661693460566;251.762128454965;29.0940005122445;54.8262024096151;27.9999943770446;157.490179709916;754.140522728799;359.258235216025;79.6522477778713;172.909550090137;41.2813666409594;772.625772105865;0;0.845979768865781
032.Z;Jørpelandsåna;2012;20;Indre_Rogaland;78.5563730027823;140.804524627789;50.8188119275133;43.6424294459902;30.8907885663007;6.71984289950589;67.8940223163585;65.8582463256308;8.15979925666584;37.7189012868659;14.4484928163374;1.0789817198897;146.450395319141;206.66277095342;58.9786111841791;81.361330732856;45.339281382638;7.79882461939559;0.0317838633357082;0.0133307054560118;0.00623420745329562;0.0349662371532428;0.0138950945934717;0.0071609767665809;96.6229445405529;98.0473386289668;138.131334542671;46.8197915481921;21.0510683091096;16.4416026560698;243.073339859694;304.710109582387;197.10994572685;128.181122281048;66.3903496917476;24.2404272754653;420.173746081401;0;0.735823570522429
031.Z;Lyseelva;2012;20;Indre_Rogaland;59.6155049922728;188.739277041201;64.4892263360852;39.3401809593678;46.602290627457;7.08672816880057;10.2439314990059;47.1334258067093;8.2543833302421;6.75995479629833;11.6378829152369;0.907075091235396;69.8594364912787;235.87270284791;72.7436096663273;46.1001357556661;58.2401735426938;7.99380326003596;0.0151614666338711;0.0152148812883555;0.00768920706093355;0.019812216259368;0.0178488210628285;0.00734000855454198;46.0908585669681;111.905451875855;170.369760849105;26.5285575712938;27.0409639101852;16.8526596412284;115.950295058247;347.778154723765;243.113370515432;72.62869332696;85.281137452879;24.8464629012643;422.756743154694;0;0.607339202300417
038.3Z;Rødneelva;2012;20;Indre_Rogaland;43.2382035041234;99.8761414487444;13.709245833015;21.2526762986369;21.8153015510078;1.71795060564098;49.6418330952339;77.6767277933765;8.27609146032403;24.4002230468099;16.966426773482;1.03710419302306;92.8800365993573;177.552869242121;21.9853372933391;45.6528993454468;38.7817283244898;2.75505479866404;0.0201575856688979;0.011452982033566;0.0023239128705377;0.0196200097868038;0.0118854063658243;0.00252972522998208;61.2790604334496;84.2366828568782;51.4909374725038;26.2711931045303;18.0063906442239;5.80824912803886;154.159097032807;261.789552098999;73.4762747658429;71.9240924499772;56.7881189687137;8.56330392670291;284.778040874554;0.23078961304065;0.568084675271075
037.Z;Storelva (Sauda);2012;20;Indre_Rogaland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
