"Vassdrag" "Vdrnr" "Aar" "ExpSmallMin" "FangstAndSmallMin" "ExpSmallMed" "FangstAndSmallMed" "ExpSmallMax" "FangstAndSmallMax" "ExpMellomMin" "FangstAndMellomMin" "ExpMellomMed" "FangstAndMellomMed" "ExpMellomMax" "FangstAndMellomMax" "ExpStorMin" "FangstAndStorMin" "ExpStorMed" "FangstAndStorMed" "ExpStorMax" "FangstAndStorMax"
"Skienselva" "016.Z" 2017 0.177061725 0.177061725 0.1869946 0.1869946 0.20628135 0.20628135 0.177061725 0.177061725 0.1869946 0.1869946 0.20628135 0.20628135 0.177061725 0.177061725 0.1869946 0.1869946 0.20628135 0.20628135
"Skienselva" "016.Z" 2018 0.06 0.06 0.065 0.065 0.07 0.07 0.06 0.06 0.065 0.065 0.07 0.07 0.06 0.06 0.065 0.065 0.07 0.07
"Skienselva" "016.Z" 2019 0.19 0.19 0.21 0.21 0.23 0.23 0.19 0.19 0.21 0.21 0.23 0.23 0.19 0.19 0.21 0.21 0.23 0.23
"Åroselva" "009.Z" 1993 0.4 0.4 0.7 0.7 0.9 0.9 0 0 0 0 0 0 0 0 0 0 0 0
"Åroselva" "009.Z" 1994 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 1995 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 1996 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 1997 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 1998 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 1999 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2000 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Åroselva" "009.Z" 2001 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Åroselva" "009.Z" 2002 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2003 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2004 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2005 0.4 0.4 0.7 0.7 0.9 0.9 0 0 0 0 0 0 0 0 0 0 0 0
"Åroselva" "009.Z" 2006 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2007 0.4 NA 0.7 NA 0.9 NA 0 0 0 0 0 0 0.1 0.1 0.4 0.4 0.7 0.7
"Åroselva" "009.Z" 2008 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0 0 0 0 0 0
"Åroselva" "009.Z" 2009 0.4 0.4 0.7 0.7 0.9 0.9 0.2 0.2 0.5 0.5 0.8 0.8 0 0 0 0 0 0
"Åroselva" "009.Z" 2010 0.6 0.6 0.7 0.7 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6
"Åroselva" "009.Z" 2011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Åroselva" "009.Z" 2012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Åroselva" "009.Z" 2013 0.5 0.5 0.6 0.6 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Åroselva" "009.Z" 2014 0.5 0.5 0.6 0.6 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Åroselva" "009.Z" 2015 0.5 0.5 0.6 0.6 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5
"Åroselva" "009.Z" 2016 0.5 0.5 0.6 0.6 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5
"Åroselva" "009.Z" 2017 0.5 0.5 0.6 0.6 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5
"Åroselva" "009.Z" 2018 0.25 0.25 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.5 0.5 0 0 0 0 0 0
"Åroselva" "009.Z" 2019 0.467741935483871 0.5 0.561290322580645 0.6 0.654838709677419 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.175 0.2 0.2625 0.3 0.4375 0.5
"Audna" "023.Z" 1993 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Audna" "023.Z" 1994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Audna" "023.Z" 1995 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 1996 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 1997 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0 0 0 0 0 0
"Audna" "023.Z" 1998 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 1999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Audna" "023.Z" 2000 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 2001 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 2002 0.6 0.6 0.65 0.65 0.8 0.8 0 0 0 0 0 0 0 0 0 0 0 0
"Audna" "023.Z" 2003 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 2004 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0 0 0 0 0 0
"Audna" "023.Z" 2005 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0 0 0 0 0 0
"Audna" "023.Z" 2006 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0 0 0 0 0 0
"Audna" "023.Z" 2007 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 2008 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2009 0.6 0.6 0.65 0.65 0.8 0.8 0.4 0.4 0.5 0.5 0.7 0.7 0.3 0.3 0.4 0.4 0.55 0.55
"Audna" "023.Z" 2010 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0 0 0 0 0 0
"Audna" "023.Z" 2011 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2012 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2013 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2014 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Audna" "023.Z" 2015 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Audna" "023.Z" 2016 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2017 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Audna" "023.Z" 2018 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Audna" "023.Z" 2019 0.416768665850673 0.5 0.458445532435741 0.55 0.583476132190943 0.7 0.285330073349633 0.3 0.380440097799511 0.4 0.570660146699266 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 1993 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 1994 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Kvina" "025.Z" 1995 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Kvina" "025.Z" 1996 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Kvina" "025.Z" 1997 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 1998 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Kvina" "025.Z" 1999 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2000 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2001 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2002 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2003 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2004 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2005 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2006 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2007 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2008 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Kvina" "025.Z" 2009 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Kvina" "025.Z" 2010 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Kvina" "025.Z" 2011 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Kvina" "025.Z" 2012 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Kvina" "025.Z" 2013 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Kvina" "025.Z" 2014 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Kvina" "025.Z" 2015 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Kvina" "025.Z" 2016 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Kvina" "025.Z" 2017 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Kvina" "025.Z" 2018 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Kvina" "025.Z" 2019 0.316239316239316 0.4 0.355769230769231 0.45 0.474358974358974 0.6 0.17799043062201 0.2 0.266985645933014 0.3 0.444976076555024 0.5 0.0844444444444444 0.1 0.168888888888889 0.2 0.295555555555556 0.35
"Lygna" "024.Z" 1993 0.5 0.5 0.55 0.55 0.7 0.7 0 0 0 0 0 0 0 0 0 0 0 0
"Lygna" "024.Z" 1994 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 1995 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Lygna" "024.Z" 1996 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Lygna" "024.Z" 1997 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0 0 0 0 0 0
"Lygna" "024.Z" 1998 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 1999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Lygna" "024.Z" 2000 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2001 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Lygna" "024.Z" 2002 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2003 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2004 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2005 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2006 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2007 0.5 0.5 0.55 0.55 0.7 0.7 0.3 0.3 0.4 0.4 0.6 0.6 0.2 0.2 0.3 0.3 0.45 0.45
"Lygna" "024.Z" 2008 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2009 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2010 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Lygna" "024.Z" 2011 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2012 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2013 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2014 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Lygna" "024.Z" 2015 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Lygna" "024.Z" 2016 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2017 0.4 0.4 0.45 0.45 0.6 0.6 0.2 0.2 0.3 0.3 0.5 0.5 0.1 0.1 0.2 0.2 0.35 0.35
"Lygna" "024.Z" 2018 0.25 0.25 0.35 0.35 0.45 0.45 0.1 0.1 0.15 0.15 0.25 0.25 0.05 0.05 0.1 0.1 0.15 0.15
"Lygna" "024.Z" 2019 0.28 0.4 0.315 0.45 0.42 0.6 0.180487804878049 0.2 0.270731707317073 0.3 0.451219512195122 0.5 0.0833333333333333 0.1 0.166666666666667 0.2 0.291666666666667 0.35
"Mandalselva" "022.Z" 1993 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 1994 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 1995 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0 0 0 0 0 0
"Mandalselva" "022.Z" 1996 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 1997 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 1998 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 1999 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2000 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2001 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2002 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2003 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2004 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2005 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2006 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2007 0.4 0.4 0.55 0.55 0.65 0.65 0.4 0.4 0.45 0.45 0.55 0.55 0.3 0.3 0.4 0.4 0.55 0.55
"Mandalselva" "022.Z" 2008 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2009 0.2 0.2 0.35 0.35 0.45 0.45 0.2 0.2 0.25 0.25 0.35 0.35 0.1 0.1 0.2 0.2 0.35 0.35
"Mandalselva" "022.Z" 2010 0.2 0.2 0.35 0.35 0.45 0.45 0.2 0.2 0.25 0.25 0.35 0.35 0.1 0.1 0.2 0.2 0.35 0.35
"Mandalselva" "022.Z" 2011 0.2 0.2 0.35 0.35 0.45 0.45 0.2 0.2 0.25 0.25 0.35 0.35 0.1 0.1 0.2 0.2 0.35 0.35
"Mandalselva" "022.Z" 2012 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2013 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2014 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2015 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2016 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2017 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2018 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Mandalselva" "022.Z" 2019 0.358562874251497 0.4 0.493023952095808 0.55 0.582664670658683 0.65 0.369709543568465 0.4 0.415923236514523 0.45 0.508350622406639 0.55 0.245070422535211 0.3 0.326760563380282 0.4 0.449295774647887 0.55
"Nidelva_i_Arendal" "019.Z" 1993 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 1994 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 1995 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 1996 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 1997 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0 0 0 0 0 0
"Nidelva_i_Arendal" "019.Z" 1998 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 1999 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 2000 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 2001 0.3 0.3 0.45 0.45 0.55 0.55 0.3 0.3 0.35 0.35 0.45 0.45 0.2 0.2 0.3 0.3 0.45 0.45
"Nidelva_i_Arendal" "019.Z" 2002 0.320276498 0.320276498 0.359358842 0.359358842 0.402315485 0.402315485 0.320276498 0.320276498 0.359358842 0.359358842 0.402315485 0.402315485 0.320276498 0.320276498 0.359358842 0.359358842 0.402315485 0.402315485
"Nidelva_i_Arendal" "019.Z" 2003 0.365524986 0.365524986 0.406824147 0.406824147 0.451456311 0.451456311 0.365524986 0.365524986 0.406824147 0.406824147 0.451456311 0.451456311 0.365524986 0.365524986 0.406824147 0.406824147 0.451456311 0.451456311
"Nidelva_i_Arendal" "019.Z" 2004 0.257031377 0.257031377 0.291289739 0.291289739 0.329912023 0.329912023 0.257031377 0.257031377 0.291289739 0.291289739 0.329912023 0.329912023 0.257031377 0.257031377 0.291289739 0.291289739 0.329912023 0.329912023
"Nidelva_i_Arendal" "019.Z" 2005 0.350234342 0.350234342 0.390406396 0.390406396 0.434137291 0.434137291 0.350234342 0.350234342 0.390406396 0.390406396 0.434137291 0.434137291 0.350234342 0.350234342 0.390406396 0.390406396 0.434137291 0.434137291
"Nidelva_i_Arendal" "019.Z" 2006 0.2006003 0.2006003 0.22739726 0.22739726 0.258468677 0.258468677 0.2006003 0.2006003 0.22739726 0.22739726 0.258468677 0.258468677 0.2006003 0.2006003 0.22739726 0.22739726 0.258468677 0.258468677
"Nidelva_i_Arendal" "019.Z" 2007 0.265939597 0.265939597 0.296875 0.296875 0.332061069 0.332061069 0.265939597 0.265939597 0.296875 0.296875 0.332061069 0.332061069 0.265939597 0.265939597 0.296875 0.296875 0.332061069 0.332061069
"Nidelva_i_Arendal" "019.Z" 2008 0.244105409 0.244105409 0.271714922 0.271714922 0.303514377 0.303514377 0.244105409 0.244105409 0.271714922 0.271714922 0.303514377 0.303514377 0.244105409 0.244105409 0.271714922 0.271714922 0.303514377 0.303514377
"Nidelva_i_Arendal" "019.Z" 2009 0.26377047 0.26377047 0.296400086 0.296400086 0.333333333 0.333333333 0.26377047 0.26377047 0.296400086 0.296400086 0.333333333 0.333333333 0.26377047 0.26377047 0.296400086 0.296400086 0.333333333 0.333333333
"Nidelva_i_Arendal" "019.Z" 2010 0.113754248 0.113754248 0.130955861 0.130955861 0.151541096 0.151541096 0.113754248 0.113754248 0.130955861 0.130955861 0.151541096 0.151541096 0.113754248 0.113754248 0.130955861 0.130955861 0.151541096 0.151541096
